gps_num,gps_fix,gps_alt,app,SiteName,SiteAddr,s_d0,s_d1,s_h0,area,gps_lat,s_t0,gps_lon,date,device_id,name,time,s_d2,timestamp,c_d0,c_d0_method,hcho,odm,adf_status,fw_ver,s_g1,model
9,1,2,AirBox,08BEAC028604,N/A,11,12,100,taichuang,24.10211965,31.5,120.7249165,2020-09-25,08BEAC028604,TP_Area_1,01:17:42,8,2020-09-25T01:17:42Z,11,SVR/30/10.16,,,,,,
9,1,2,AirBox,08BEAC028614,N/A,6,6,64,taichuang,24.113738,28.86,120.66352,2020-09-25,08BEAC028614,中工-新實習大樓新建工程L,01:21:57,4,2020-09-25T01:21:57Z,6,SVR/30/4.83,,,,,,
9,1,2,AirBox,08BEAC028622,N/A,22,24,65,nantou,23.905,28.61,120.689,2020-09-25,08BEAC028622,佳音英語-南投分校,01:20:44,13,2020-09-25T01:20:44Z,13.98,GAM/30/0.98,,,,,,
9,1,2,AirBox,08BEAC028626,N/A,0,0,100,taichuang,24.09882084,31.11,120.7253515,2020-09-25,08BEAC028626,myPM2.5_26,01:17:24,0,2020-09-25T01:17:24Z,0,SVR/30/10.4,,,,,,
9,1,2,AirBox,08BEAC02862A,N/A,5,5,65,taichuang,24.113453,30.5,120.662486,2020-09-25,08BEAC02862A,中工-新實習大樓新建工程R,01:16:22,3,2020-09-25T01:16:22Z,5,SVR/30/4.81,,,,,,
9,1,2,AirBox,08BEAC02863A,N/A,32,37,74,chiayi_county,23.5578778,27.5,120.4356678,2020-09-25,08BEAC02863A,AI-1001W,01:17:21,20,2020-09-25T01:17:21Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC02863E,N/A,4,5,100,taichuang,24.301565,24.75,120.800889,2020-09-25,08BEAC02863E,富山預拌混凝土廠1,01:17:43,3,2020-09-25T01:17:43Z,4,SVR/30/10.0,,,,,,
9,1,2,AirBox,MO-MetSoc-09,N/A,36,44,72,,22.192,28.11,113.546,2020-09-25,08BEAC028660,澳門培道中學,01:19:32,22,2020-09-25T01:19:32Z,N/A,N/A,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,4,5,100,pingtung,22.074,27.75,120.826,2020-09-25,08BEAC028664,iTribe長樂部落,01:17:20,2,2020-09-25T01:17:20Z,4,GAM/30/13.45,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,15,16,84,hualien,23.48,25.5,121.404,2020-09-25,08BEAC028682,iTribe下德武部落,01:19:24,10,2020-09-25T01:19:24Z,9.89,SVR/14/58.13,,,,,,
9,1,2,AirBox,萬華-2(2020),Wanhua,33,37,100,taipei,25.046,24.12,121.508,2020-09-25,08BEAC028690,手動站：萬華站-2（690),01:19:12,23,2020-09-25T01:19:12Z,17.3,SVR/30/0.11,,,,,,
9,1,2,AirBox,08BEAC0286AE,N/A,44,54,73,new_taipei,25.05349005,25.5,121.4392031,2020-09-25,08BEAC0286AE,A05站1月台,01:18:57,27,2020-09-25T01:18:57Z,26.61,GAM/30/4.92,,,,,,
9,1,2,AirBox,三義-1(2020),Sanyi,12,12,92,taoyuan,24.94385652,21.37,121.2488829,2020-09-25,08BEAC0286B2,手動站：三義站-1（6B2）,01:21:31,9,2020-09-25T01:21:31Z,12,SVR/7/4.64,,,,,,
9,1,2,AirBox,台南-1(2020),Tainan,36,43,86,tainan,22.984,29.5,120.202,2020-09-25,08BEAC0286B8,手動站：臺南站-1（6B8),01:21:42,22,2020-09-25T01:21:42Z,19.2,GAM/14/0.15,,,,,,
9,1,2,AirBox,台南-2(2020),Tainan,36,46,73,tainan,22.984,28.36,120.202,2020-09-25,08BEAC0286C8,手動站:臺南站-2（6C8),01:17:55,21,2020-09-25T01:17:55Z,18.33,GAM/14/0.15,,,,,,
9,1,2,AirBox,板橋-2(2020),Banqiao,33,39,86,NA,25.012,26.87,121.458,2020-09-25,08BEAC0286CE,手動站：板橋站-2（6CE),01:22:00,21,2020-09-25T01:22:00Z,18.76,GAM/30/0.15,,,,,,
9,1,2,AirBox,08BEAC0286D2,N/A,14,15,66,changhua,23.876,30,120.529,2020-09-25,08BEAC0286D2,智造迷,01:20:05,10,2020-09-25T01:20:05Z,9.95,GAM/30/16.38,,,,,,
9,1,2,AirBox,08BEAC0286D8,N/A,40,48,77,new_taipei,25.01343248,23.87,121.2142493,2020-09-25,08BEAC0286D8,A18站PAO,01:16:16,26,2020-09-25T01:16:16Z,19.91,SVR/7/6.8,,,,,,
9,1,2,AirBox,忠明-1(2020),Zhongming,7,7,63,taichuang,24.151,28.36,120.641,2020-09-25,08BEAC0286DC,手動站：忠明站-1（6DC),01:18:20,4,2020-09-25T01:18:20Z,7,SVR/30/0.11,,,,,,
9,1,2,AirBox,忠明-2(2020),Zhongming,6,7,100,taichuang,24.151,28,120.641,2020-09-25,08BEAC0286DE,手動站：忠明站-2（6DE),01:21:01,4,2020-09-25T01:21:01Z,6,SVR/30/0.11,,,,,,
9,1,2,AirBox,AirBox-NUS-09,N/A,6,6,74,,1.36,28.25,103.75,2020-09-25,08BEAC0286E6,Bb12in,01:20:43,4,2020-09-25T01:20:43Z,N/A,N/A,,,,,,
9,1,2,AirBox,AirBox-NUS-03,N/A,23,24,100,,1.36,29.5,103.75,2020-09-25,08BEAC0286E8,Bbout,01:19:43,16,2020-09-25T01:19:43Z,N/A,N/A,,,,,,
9,1,2,AirBox,AirBox-NUS-04,N/A,5,6,95,,1.346,29.5,103.935,2020-09-25,08BEAC0286EA,Tampines_indoor,01:21:01,3,2020-09-25T01:21:01Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC0286F4,N/A,11,11,56,tainan,23.11148,31,120.30465,2020-09-25,08BEAC0286F4,都可以,01:18:11,7,2020-09-25T01:18:11Z,11,GAM/14/17.49,,,,,,
9,1,2,AirBox,AirBox-NUS-01,N/A,24,26,81,,1.425932,28.86,103.845028,2020-09-25,08BEAC0286F6,YISHUN_outdoor,01:18:59,16,2020-09-25T01:18:59Z,N/A,N/A,,,,,,
9,1,2,AirBox,AirBox-NUS-02,N/A,22,27,70,,1.425982,29.36,103.845015,2020-09-25,08BEAC0286F8,YISHUN_indoor,01:17:21,13,2020-09-25T01:17:21Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC0286FE,N/A,6,6,100,taichuang,24.27831601,26.25,120.7188932,2020-09-25,08BEAC0286FE,EPGreen,01:16:42,4,2020-09-25T01:16:42Z,6,SVR/30/12.33,,,,,,
9,1,2,AirBox,08BEAC028702,N/A,43,54,66,kaohsiung,22.642467,30.25,120.318947,2020-09-25,08BEAC028702,時代力量高雄黨部,01:18:15,26,2020-09-25T01:18:15Z,29.65,GAM/21/3.35,,,,,,
9,1,2,AirBox,08BEAC028704,N/A,23,24,62,taichuang,24.27581,28.11,120.518631,2020-09-25,08BEAC028704,Kingway,01:18:21,18,2020-09-25T01:18:21Z,13.96,SVR/30/18.53,,,,,,
9,1,2,AirBox,08BEAC028706,N/A,40,51,70,tainan,22.969396,28,120.209418,2020-09-25,08BEAC028706,臺南市南區大忠里-06,01:20:21,24,2020-09-25T01:20:21Z,22.3,GAM/14/1.86,,,,,,
9,1,2,AirBox,08BEAC02870A,N/A,39,48,65,tainan,22.968344,29,120.210558,2020-09-25,08BEAC02870A,臺南市南區大忠里-0A,01:16:13,25,2020-09-25T01:16:13Z,22.42,GAM/14/2.01,,,,,,
9,1,2,AirBox,08BEAC028710,N/A,38,47,64,tainan,22.9719025,29.5,120.2149737,2020-09-25,08BEAC028710,臺南市南區大忠里,01:21:36,23,2020-09-25T01:21:36Z,21.93,GAM/14/1.9,,,,,,
9,1,2,AirBox,08BEAC028712,N/A,47,58,78,new_taipei,25.06618062,24.37,121.3611068,2020-09-25,08BEAC028712,A09站2月台,01:18:15,28,2020-09-25T01:18:15Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC028714,N/A,6,7,90,taichuang,24.251919,25.12,120.666523,2020-09-25,08BEAC028714,瓜瓜樂,01:20:56,5,2020-09-25T01:20:56Z,6,SVR/30/11.41,,,,,,
9,1,2,AirBox,08BEAC028718,N/A,41,49,83,new_taipei,25.001,23.62,121.203,2020-09-25,08BEAC028718,A19站1月台,01:18:20,25,2020-09-25T01:18:20Z,20.08,SVR/7/5.34,,,,,,
9,1,2,AirBox,08BEAC02871A,N/A,43,51,68,new_taipei,25.0620528,25.5,121.4585188,2020-09-25,08BEAC02871A,A03站3月台,01:20:35,28,2020-09-25T01:20:35Z,26.1,SVR/30/5.26,,,,,,
9,1,2,AirBox,08BEAC02871C,N/A,44,54,87,new_taipei,25.03634591,24.25,121.2156238,2020-09-25,08BEAC02871C,A16站1月台,01:16:05,28,2020-09-25T01:16:05Z,20.64,SVR/7/9.34,,,,,,
9,1,2,AirBox,08BEAC02871E,N/A,39,48,67,tainan,22.9703386,29,120.21103,2020-09-25,08BEAC02871E,臺南市南區大忠里,01:16:18,23,2020-09-25T01:16:18Z,22.42,GAM/14/1.83,,,,,,
9,1,2,AirBox,08BEAC028726,N/A,48,60,85,new_taipei,25.153286,23,121.389786,2020-09-25,08BEAC028726,TP01,01:17:55,30,2020-09-25T01:17:55Z,23.09,SVR/14/14.49,,,,,,
9,1,2,AirBox,AirBox-NHRI-02,N/A,38,46,76,miaoli,25.03048026,24.87,121.4614762,2020-09-25,08BEAC02872A,A175,01:16:49,25,2020-09-25T01:16:49Z,22.14,GAM/30/1.96,,,,,,
9,1,2,AirBox,08BEAC028734,N/A,35,41,73,hsinchu_county,24.862411,24.5,120.973595,2020-09-25,08BEAC028734,FK_028734,01:17:30,24,2020-09-25T01:17:30Z,13.36,SVR/30/6.27,,,,,,
9,1,2,AirBox,08BEAC02873A,N/A,6,6,69,taichuang,24.146423,26.75,120.73257,2020-09-25,08BEAC02873A,家有興-勤益科技大學,01:20:17,4,2020-09-25T01:20:17Z,6,SVR/30/9.31,,,,,,
9,1,2,AirBox,08BEAC02874E,N/A,20,21,72,kaohsiung,22.5821576,29.11,120.3637961,2020-09-25,08BEAC02874E,indoor,01:18:52,14,2020-09-25T01:18:52Z,14.51,GAM/21/9.62,,,,,,
9,1,2,AirBox,08BEAC02875A,N/A,46,55,93,pingtung,22.549,28.61,120.545,2020-09-25,08BEAC02875A,CCSH-教學大樓3樓,01:21:46,28,2020-09-25T01:21:46Z,25.12,GAM/14/14.98,,,,,,
9,1,2,AirBox,08BEAC028762,N/A,31,36,73,chiayi_city,23.478611,27,120.455945,2020-09-25,08BEAC028762,Wenchangpark,01:17:41,20,2020-09-25T01:17:41Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC028764,N/A,33,36,66,chiayi_city,23.47724,28.61,120.455811,2020-09-25,08BEAC028764,Temple,01:17:10,21,2020-09-25T01:17:10Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC028766,N/A,46,56,82,pingtung,22.548,29,120.544,2020-09-25,08BEAC028766,CCSH-教科文1樓,01:20:57,29,2020-09-25T01:20:57Z,26.79,GAM/14/15.04,,,,,,
9,1,2,AirBox,08BEAC028768,N/A,37,43,65,new_taipei,23.478874,29,120.453705,2020-09-25,08BEAC028768,109mtes-eastmarket,01:18:39,24,2020-09-25T01:18:39Z,N/A,N/A,,,,,,
9,1,2,AirBox,前金-1(2020),Qianjin,46,57,100,kaohsiung,22.632,29.75,120.287,2020-09-25,08BEAC028770,手動站：前金站-1（770),01:18:56,28,2020-09-25T01:18:56Z,30.95,GAM/21/0.15,,,,,,
9,1,2,AirBox,前金-2(2020),Qianjin,44,55,100,kaohsiung,22.632,30,120.287,2020-09-25,08BEAC028772,手動站：前金站-2（772),01:19:37,27,2020-09-25T01:19:37Z,30.08,GAM/21/0.15,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,40,49,100,pingtung,22.629,28.86,120.626,2020-09-25,08BEAC028774,iTribe排灣部落,01:16:21,24,2020-09-25T01:16:21Z,20.41,GAM/14/14.98,,,,,,
9,1,2,AirBox,08BEAC028776,N/A,22,24,65,chiayi_county,23.562,29.86,120.475,2020-09-25,08BEAC028776,中正大學圖書館,01:18:24,13,2020-09-25T01:18:24Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC028780,N/A,40,49,100,taipei,25.119,24.12,121.469,2020-09-25,08BEAC028780,關渡自然公園-入口,01:21:05,25,2020-09-25T01:21:05Z,21.71,SVR/30/8.92,,,,,,
9,1,2,AirBox,08BEAC02878E,N/A,3,3,47,taichuang,24.1113428,29.86,120.659393,2020-09-25,08BEAC02878E,AAA2,01:20:43,2,2020-09-25T01:20:43Z,3,SVR/30/4.89,,,,,,
9,1,2,AirBox,08BEAC0287A4,N/A,16,17,75,changhua,24.03887415,27.87,120.3847512,2020-09-25,08BEAC0287A4,AB_SLfarm,01:21:56,10,2020-09-25T01:21:56Z,10.26,SVR/30/16.25,,,,,,
9,1,2,AirBox,08BEAC0287AC,N/A,22,24,64,taichuang,24.1010326,27.5,120.7285679,2020-09-25,08BEAC0287AC,興威混凝土太平廠下風處,01:18:14,14,2020-09-25T01:18:14Z,13.25,SVR/30/10.54,,,,,,
9,1,2,AirBox,08BEAC0287B2,N/A,40,50,80,pingtung,22.5660766419,30.36,120.569772351,2020-09-25,08BEAC0287B2,附近好多垃圾渣喜歡露天燃燒,01:17:54,24,2020-09-25T01:17:54Z,23.58,GAM/14/14.31,,,,,,
9,1,2,AirBox,08BEAC0287B4,N/A,9,9,80,taichuang,24.39605979,29.61,120.6360992,2020-09-25,08BEAC0287B4,環球預拌混凝土烏日廠出入口,01:16:59,6,2020-09-25T01:16:59Z,9,SVR/30/12.53,,,,,,
9,1,2,AirBox,08BEAC0287B6,N/A,8,8,77,taichuang,24.15515067,27.5,120.5821589,2020-09-25,08BEAC0287B6,聯好環保股份有限公司出入口,01:16:40,5,2020-09-25T01:16:40Z,8,SVR/30/5.98,,,,,,
9,1,2,AirBox,08BEAC0287EE,N/A,40,49,73,kaohsiung,22.594663,29.5,120.400583,2020-09-25,08BEAC0287EE,高英工商,01:21:23,25,2020-09-25T01:21:23Z,27.94,GAM/21/12.32,,,,,,
9,1,2,AirBox,屏東-1(2020),Pingtung,50,62,76,taipei,25.03801697,30.86,121.5456786,2020-09-25,08BEAC0287F6,手動站：屏東站-1（7F6）,01:17:51,31,2020-09-25T01:17:51Z,32.72,SVR/30/3.93,,,,,,
9,1,2,AirBox,08BEAC028814,N/A,9,10,100,taichuang,24.277889,26.25,120.674903,2020-09-25,08BEAC028814,麗榮實業有限公司,01:16:37,7,2020-09-25T01:16:37Z,9,SVR/30/14.41,,,,,,
9,1,2,AirBox,08BEAC028816,N/A,5,5,66,taichuang,24.346437,25.37,120.643484,2020-09-25,08BEAC028816,外埔國際壘球場,01:17:21,4,2020-09-25T01:17:21Z,5,SVR/30/12.39,,,,,,
9,1,2,AirBox,08BEAC02881C,N/A,7,8,60,taichuang,24.1065737,28.11,120.6034338,2020-09-25,08BEAC02881C,myPM2.5_1C,01:17:03,4,2020-09-25T01:17:03Z,7,SVR/30/6.33,,,,,,
9,1,2,AirBox,08BEAC02883C,N/A,36,44,60,kaohsiung,22.612555,31.61,120.322122,2020-09-25,08BEAC02883C,Airbox365,01:18:23,22,2020-09-25T01:18:23Z,24.71,GAM/21/4.18,,,,,,
9,1,2,AirBox,08BEAC02883E,N/A,56,69,71,new_taipei,25.002,26.12,121.141,2020-09-25,08BEAC02883E,永興宮,01:17:35,38,2020-09-25T01:17:35Z,12.65,SVR/7/8.37,,,,,,
9,1,2,AirBox,08BEAC028840,N/A,38,45,70,new_taipei,25.002,25.62,121.137,2020-09-25,08BEAC028840,弘誓佛院,01:16:00,25,2020-09-25T01:16:00Z,20.08,SVR/7/8.68,,,,,,
9,1,2,AirBox,08BEAC028844,N/A,5,6,54,tainan,22.972668,30.75,120.208885,2020-09-25,08BEAC028844,臺南市南區大忠里-44,01:21:20,4,2020-09-25T01:21:20Z,5,GAM/14/1.48,,,,,,
9,1,2,AirBox,08BEAC028848,N/A,72,79,66,new_taipei,25.076,27.37,121.169,2020-09-25,08BEAC028848,富文宮,01:19:31,52,2020-09-25T01:19:31Z,12.36,SVR/7/14.12,,,,,,
9,1,2,AirBox,08BEAC02884C,N/A,21,23,60,new_taipei,25.045,27.37,121.532,2020-09-25,08BEAC02884C,光華Air Box,01:19:58,13,2020-09-25T01:19:58Z,14.49,SVR/30/2.43,,,,,,
9,1,2,AirBox,08BEAC02885E,N/A,10,11,74,changhua,24,27.75,120.598,2020-09-25,08BEAC02885E,大葉大學-工學院大樓,01:16:33,8,2020-09-25T01:16:33Z,10,SVR/30/9.28,,,,,,
9,1,2,AirBox,08BEAC028868,N/A,6,6,89,NA,24.2766934,24.75,120.6955657,2020-09-25,08BEAC028868,佳生預拌混凝土神岡廠行車路徑,01:18:39,4,2020-09-25T01:18:39Z,6,SVR/30/13.46,,,,,,
9,1,2,AirBox,08BEAC02886A,N/A,7,8,80,taichuang,24.27659991,25.87,120.6959908,2020-09-25,08BEAC02886A,民峰預拌混凝土大雅廠出入口,01:19:26,5,2020-09-25T01:19:26Z,7,SVR/30/13.44,,,,,,
9,1,2,AirBox,08BEAC02886C,N/A,8,9,82,taichuang,24.15473599,26,120.5826777,2020-09-25,08BEAC02886C,聯好環保股份有限公司行車路徑,01:16:13,6,2020-09-25T01:16:13Z,8,SVR/30/5.93,,,,,,
9,1,2,AirBox,08BEAC02886E,N/A,18,19,75,taichuang,24.20917166,27.25,120.5098966,2020-09-25,08BEAC02886E,東億環保（水）,01:19:29,14,2020-09-25T01:19:29Z,10.17,SVR/30/14.74,,,,,,
9,1,2,AirBox,08BEAC028870,N/A,14,14,71,taichuang,24.1622628,25,120.6084824,2020-09-25,08BEAC028870,國產實業臺中廠行車路徑,01:20:09,10,2020-09-25T01:20:09Z,8.9,SVR/30/3.49,,,,,,
9,1,2,AirBox,08BEAC02887E,N/A,8,10,74,NA,24.10471107,28.36,120.631101,2020-09-25,08BEAC02887E,環球預拌混凝土烏日廠行車路徑,01:17:52,6,2020-09-25T01:17:52Z,8,SVR/30/5.35,,,,,,
9,1,2,AirBox,08BEAC028880,N/A,8,9,91,taichuang,24.21896993,26.62,120.6597032,2020-09-25,08BEAC028880,民峰實業股份有限公司大雅預拌混凝土廠行車路徑,01:18:27,5,2020-09-25T01:18:27Z,8,SVR/30/7.68,,,,,,
9,1,2,AirBox,08BEAC02889C,N/A,46,58,81,new_taipei,25.0241946,23.25,121.2211894,2020-09-25,08BEAC02889C,A17站2月台,01:19:40,30,2020-09-25T01:19:40Z,18.68,SVR/7/8.1,,,,,,
9,1,2,AirBox,08BEAC02889E,N/A,41,51,71,new_taipei,25.033,25.37,121.422,2020-09-25,08BEAC02889E,A06站PAO,01:15:59,27,2020-09-25T01:15:59Z,24.7,GAM/30/4.34,,,,,,
9,1,2,AirBox,08BEAC0288A0,N/A,45,55,72,new_taipei,25.05373326,24.87,121.4396466,2020-09-25,08BEAC0288A0,A05站PAO,01:09:23,28,2020-09-25T01:09:23Z,25.92,GAM/30/4.93,,,,,,
9,1,2,AirBox,08BEAC0288A2,N/A,43,53,87,new_taipei,25.024204,23.37,121.221109,2020-09-25,08BEAC0288A2,A17站PAO,01:21:20,28,2020-09-25T01:21:20Z,20.02,SVR/7/8.1,,,,,,
9,1,2,AirBox,08BEAC0288A4,N/A,39,47,66,new_taipei,25.03330422,26.5,121.422625,2020-09-25,08BEAC0288A4,A06站2月台,01:16:03,26,2020-09-25T01:16:03Z,24.01,GAM/30/4.3,,,,,,
9,1,2,AirBox,08BEAC0288A6,N/A,50,62,86,new_taipei,25.06,22.37,121.37,2020-09-25,08BEAC0288A6,A08站PAO,01:16:07,31,2020-09-25T01:16:07Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC0288A8,N/A,44,55,100,new_taipei,25.03669297,22.87,121.2158502,2020-09-25,08BEAC0288A8,A16站PAO,01:17:13,28,2020-09-25T01:17:13Z,19.34,SVR/7/9.38,,,,,,
9,1,2,AirBox,08BEAC0288AC,N/A,15,18,80,changhua,24.29445833,24.5,120.6267983,2020-09-25,08BEAC0288AC,陸誠預拌混凝土,01:16:07,10,2020-09-25T01:16:07Z,8.27,SVR/30/15.91,,,,,,
9,1,2,AirBox,08BEAC0288AE,N/A,43,52,90,new_taipei,25.0137186,23.75,121.2142854,2020-09-25,08BEAC0288AE,A18站2月台,01:18:28,27,2020-09-25T01:18:28Z,20.38,SVR/7/6.83,,,,,,
9,1,2,AirBox,08BEAC0288B0,N/A,46,60,82,new_taipei,25.06135746,24.87,121.4598319,2020-09-25,08BEAC0288B0,A03站PAO,01:19:30,29,2020-09-25T01:19:30Z,26.05,SVR/30/5.11,,,,,,
9,1,2,AirBox,08BEAC0288B2,N/A,38,45,78,new_taipei,25.05399,24.5,121.483509,2020-09-25,08BEAC0288B2,A02站月台層,01:20:48,26,2020-09-25T01:20:48Z,20.33,SVR/30/2.59,,,,,,
9,1,2,AirBox,08BEAC0288B6,N/A,40,49,89,new_taipei,25.056,23.75,121.21,2020-09-25,08BEAC0288B6,A15站PAO,01:21:16,26,2020-09-25T01:21:16Z,19.8,SVR/7/11.47,,,,,,
9,1,2,AirBox,08BEAC0288B8,N/A,39,50,76,new_taipei,25.08068586,26.25,121.2845566,2020-09-25,08BEAC0288B8,A10站2月台,01:21:22,26,2020-09-25T01:21:22Z,N/A,N/A,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,18,19,83,NA,23.97,26,121.098,2020-09-25,08BEAC0288BC,iTribe松林部落,01:20:06,11,2020-09-25T01:20:06Z,11.79,GAM/30/42.45,,,,,,
9,1,2,AirBox,08BEAC0288BE,N/A,40,52,80,new_taipei,25.002427,24.37,121.2028373,2020-09-25,08BEAC0288BE,A19站PAO,01:21:40,27,2020-09-25T01:21:40Z,20.36,SVR/7/5.5,,,,,,
9,1,2,AirBox,08BEAC0288C0,N/A,41,49,90,new_taipei,25.054,22.75,121.482,2020-09-25,08BEAC0288C0,A02站PAO,01:20:50,26,2020-09-25T01:20:50Z,20.72,SVR/30/2.73,,,,,,
9,1,2,AirBox,08BEAC0288C2,N/A,39,47,85,new_taipei,24.98048954,23.5,121.2162134,2020-09-25,08BEAC0288C2,A20站PAO,01:20:00,25,2020-09-25T01:20:00Z,19.04,SVR/7/3.3,,,,,,
9,1,2,AirBox,08BEAC0288C4,N/A,35,41,80,new_taipei,25.0864907,24.75,121.2663736,2020-09-25,08BEAC0288C4,A11站PAO,01:16:35,23,2020-09-25T01:16:35Z,N/A,N/A,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,30,32,86,nantou,23.821,25.5,120.94,2020-09-25,08BEAC0288C8,iTribe潭南部落,01:19:12,17,2020-09-25T01:19:12Z,18.43,GAM/30/27.88,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,3,3,82,NA,22.359,29.5,120.879,2020-09-25,08BEAC0288CA, iTribe加羅板部落,01:20:07,1,2020-09-25T01:20:07Z,3,GAM/30/45.54,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,21,23,75,nantou,23.695,27.5,120.857,2020-09-25,08BEAC0288CC,iTribe明德部落,01:19:19,14,2020-09-25T01:19:19Z,13.5,GAM/30/29.9,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,19,20,74,nantou,24.072,27.37,120.982,2020-09-25,08BEAC0288CE,iTribe眉原部落,01:18:43,14,2020-09-25T01:18:43Z,12.38,GAM/30/34.97,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,2,2,71,taitung,23.042,28.25,121.195,2020-09-25,08BEAC0288D0,iTribe振興部落,01:20:58,1,2020-09-25T01:20:58Z,2,RFR/21/32.24,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,3,3,91,taitung,22.381,24.62,120.857,2020-09-25,08BEAC0288D2,iTribe新化部落,01:21:01,2,2020-09-25T01:21:01Z,3,GAM/30/47.55,,,,,,
9,1,2,AirBox,08BEAC0288D4,N/A,25,27,56,changhua,24.06775794,28.75,120.5383809,2020-09-25,08BEAC0288D4,彰化南瑤宮,01:18:13,17,2020-09-25T01:18:13Z,13.87,SVR/30/0.42,,,,,,
9,1,2,AirBox,08BEAC0288D6,N/A,140,143,70,new_taipei,24.98369499,25.5,121.2503149,2020-09-25,08BEAC0288D6,紫竹林,01:19:36,101,2020-09-25T01:19:36Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC0288D8,N/A,35,40,69,new_taipei,25.02238331,26,121.2787801,2020-09-25,08BEAC0288D8,泓德佛堂,01:19:18,23,2020-09-25T01:19:18Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC0288DE,N/A,76,81,71,new_taipei,24.907,25.75,121.142,2020-09-25,08BEAC0288DE,錫福宮,01:18:14,53,2020-09-25T01:18:14Z,12.49,SVR/7/8.08,,,,,,
9,1,2,AirBox,MO-MetSoc-02,N/A,31,36,78,,22.159,29.75,113.551,2020-09-25,08BEAC0288E6,School_of_the_Nations,01:19:45,18,2020-09-25T01:19:45Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC0288EC,N/A,9,11,58,changhua,24.076,28.25,120.542,2020-09-25,08BEAC0288EC,彰化慶安宮,01:21:26,6,2020-09-25T01:21:26Z,9,SVR/30/1.11,,,,,,
9,1,2,AirBox,08BEAC0288EE,N/A,9,10,59,changhua,24.077,28.86,120.538,2020-09-25,08BEAC0288EE,彰化聖王廟,01:20:17,6,2020-09-25T01:20:17Z,9,SVR/30/1.29,,,,,,
9,1,2,AirBox,08BEAC0288F4,N/A,46,57,65,changhua,24.07861469,29.25,120.5412828,2020-09-25,08BEAC0288F4,彰化開化寺,01:21:48,32,2020-09-25T01:21:48Z,28.08,SVR/30/1.4,,,,,,
9,1,2,AirBox,MO-MetSoc-03,N/A,25,28,77,,22.327,31.75,114.175,2020-09-25,08BEAC0288FA,KTSPS_PM25,01:18:02,15,2020-09-25T01:18:02Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC028908,N/A,9,10,77,changhua,24,28.36,120.598,2020-09-25,08BEAC028908,大葉大學-設計學院,01:21:31,6,2020-09-25T01:21:31Z,9,SVR/30/9.28,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,14,14,70,miaoli,24.372,26.62,120.968,2020-09-25,08BEAC02890E,iTribe大安部落,01:18:43,9,2020-09-25T01:18:43Z,9.15,SVR/30/21.2,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,2,2,100,hsinchu_county,24.702,23.62,121.213,2020-09-25,08BEAC028910,iTribe新竹義興部落,01:13:34,2,2020-09-25T01:13:34Z,2,GAM/21/13.25,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,13,14,75,taichuang,24.326,25.25,120.92,2020-09-25,08BEAC028912,iTribe達觀部落,01:19:04,9,2020-09-25T01:19:04Z,8.37,SVR/30/17.5,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,17,18,94,NA,24.816,24.37,121.383,2020-09-25,08BEAC028914,iTribe優霞雲部落,01:16:12,12,2020-09-25T01:16:12Z,N/A,N/A,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,8,8,77,taichuang,24.27,27.37,120.89,2020-09-25,08BEAC028916,iTribe三叉坑部落,01:18:41,6,2020-09-25T01:18:41Z,8,SVR/30/18.28,,,,,,
9,1,2,AirBox,iTribe振興部落(2020),N/A,16,17,72,kaohsiung,23.273,25.75,120.825,2020-09-25,08BEAC028918,iTribe梅山部落,01:17:43,10,2020-09-25T01:17:43Z,N/A,N/A,,,,,,
9,1,2,AirBox,08BEAC028920,N/A,70,78,78,new_taipei,25,24,121.331,2020-09-25,08BEAC028920,明倫三聖宫,01:18:00,48,2020-09-25T01:18:00Z,N/A,N/A,,,,,,
