SiteAddr,SiteName,adf_status,app,area,c_d0,c_d0_method,date,device_id,fw_ver,gps_alt,gps_fix,gps_lat,gps_lon,gps_num,hcho,model,name,odm,s_d0,s_d1,s_d2,s_g1,s_g8,s_gg,s_h0,s_t0,time,timestamp
雲林縣斗南鎮延平路二段六四二號,雲林縣縣立僑真國小,0,AirBox,,94.08,Theil-Sen/21/8.7,2020-05-24,08BEAC0A0270,v1.06,2.0,1.0,23.6676036,120.4744785,9.0,0,AI-1003WN,,acelink.edimax,56.0,70.0,32.0,0.0,0.0,0.0,100.0,28.1,01:36:17,2020-05-24T01:36:17Z
嘉義縣水上鄉大崙村111號,嘉義縣縣立大崙國小,0,AirBox,,33.47,Theil-Sen/30/8.66,2020-05-24,08BEAC0A06D8,v1.06,2.0,1.0,23.44376,120.358493,9.0,0,AI-1003WN,,acelink.edimax,50.0,63.0,29.0,0.0,0.0,0.0,99.0,28.3,01:34:41,2020-05-24T01:34:41Z
臺中市西區自由路一段97號,臺中市立居仁國中,0,AirBox,,11.84,BRR/30/4.16,2020-05-24,08BEAC0A0274,v1.06,2.0,1.0,24.1372706422,120.678788871,9.0,0,AI-1003WN,,acelink.edimax,20.0,22.0,11.0,0.0,0.0,0.0,75.0,29.6,01:35:15,2020-05-24T01:35:15Z
雲林縣斗南鎮新崙里港漧一號,雲林縣縣立大東國小,0,AirBox,,75.22,Theil-Sen/21/10.81,2020-05-24,08BEAC0A0276,v1.06,2.0,1.0,23.6763018,120.4461987,9.0,0,AI-1003WN,,acelink.edimax,44.0,55.0,27.0,0.0,0.0,0.0,97.0,29.6,01:35:50,2020-05-24T01:35:50Z
臺南市新營區太南里316號,臺南市市立新營區新興國小,0,AirBox,,N/A,N/A,2020-05-24,08BEAC0A06D4,v1.06,2.0,1.0,23.2867671,120.2762647,9.0,0,AI-1003WN,,acelink.edimax,50.0,62.0,31.0,0.0,0.0,0.0,99.0,27.8,01:36:50,2020-05-24T01:36:50Z
桃園市龍潭區神龍路346號,桃園市市立雙龍國小,0,AirBox,,N/A,N/A,2020-05-24,08BEAC0A0278,v1.06,2.0,1.0,24.8565817972,121.215067729,9.0,0,AI-1003WN,,acelink.edimax,7.0,8.0,4.0,0.0,0.0,0.0,82.0,26.1,01:38:54,2020-05-24T01:38:54Z
嘉義縣竹崎鄉竹崎村文化路23號,嘉義縣縣立竹崎高中附設國中,0,AirBox,,1.01,Theil-Sen/30/13.12,2020-05-24,08BEAC0A06D6,v1.06,2.0,1.0,23.5202646,120.55313,9.0,0,AI-1003WN,,acelink.edimax,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.2,01:35:25,2020-05-24T01:35:25Z
桃園市復興區霞雲里六鄰14號,桃園市市立霞雲國小,0,AirBox,,0.17,BRR/30/21.43,2020-05-24,08BEAC0A06D0,v1.06,2.0,1.0,24.81653666,121.3834933,9.0,0,AI-1003WN,,acelink.edimax,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.0,01:38:54,2020-05-24T01:38:54Z
臺南市仁德區後壁里中正路二段209號,臺南市市立德南國小,0,AirBox,,20.64,Theil-Sen/14/1.8,2020-05-24,08BEAC0A06D2,v1.06,2.0,1.0,22.97778288,120.1866072,9.0,0,AI-1003WN,,acelink.edimax,48.0,61.0,26.0,0.0,0.0,0.0,100.0,28.3,01:38:05,2020-05-24T01:38:05Z
N/A,08BEAC028B32,,AirBox,new_taipei,12.36,BRR/30/9.77,2020-05-24,08BEAC028B32,,2.0,1.0,25.06024561,121.3698173,9.0,,,A08站3月台,,18.0,21.0,11.0,,,,79.0,25.75,01:34:58,2020-05-24T01:34:58Z
臺中市北屯區文心路四段956號,臺中市立四維國小,0,AirBox,,6.93,BRR/30/5.92,2020-05-24,08BEAC0A0074,v1.06,2.0,1.0,24.17052666,120.695755,9.0,0,AI-1003WN,,acelink.edimax,13.0,14.0,7.0,0.0,0.0,0.0,83.0,29.1,01:35:16,2020-05-24T01:35:16Z
臺中市太平區坪林里坪林路45號,臺中市立坪林國小,0,AirBox,,7.4,BRR/30/4.19,2020-05-24,08BEAC0A0070,v1.06,2.0,1.0,24.14439782,120.6815866,9.0,0,AI-1003WN,,acelink.edimax,14.0,16.0,7.0,0.0,0.0,0.0,83.0,29.5,01:38:52,2020-05-24T01:38:52Z
N/A,74DA38B0538E,,AirBox,keelung,N/A,N/A,2020-05-24,74DA38B0538E,,2.0,1.0,25.143,121.734,9.0,,,神奇寶貝-流浪頭基地,,11.0,13.0,9.0,,,,100.0,25.12,01:34:20,2020-05-24T01:34:20Z
N/A,74DA38B0538A,,AirBox,taipei,5.84,BRR/14/4.88,2020-05-24,74DA38B0538A,,2.0,1.0,25.041,121.556,9.0,,,神奇寶貝-達芙妮上面,,9.0,10.0,6.0,,,,100.0,27.37,01:31:21,2020-05-24T01:31:21Z
桃園市中壢區林森路95號,桃園市市立林森國小,0,AirBox,,N/A,N/A,2020-05-24,08BEAC0A0078,v1.06,2.0,1.0,24.9452966,121.2266797,9.0,0,AI-1003WN,,acelink.edimax,10.0,12.0,5.0,0.0,0.0,0.0,100.0,26.1,01:32:11,2020-05-24T01:32:11Z
N/A,74DA38ED057C,,AirBox,kaohsiung,12.6,Theil-Sen/30/4.32,2020-05-24,74DA38ED057C,,2.0,1.0,22.636,120.33,9.0,,,IndoorSanmin,,10.0,10.0,7.0,,,,70.0,28.11,01:33:45,2020-05-24T01:33:45Z
臺南市南化區西埔里117號,臺南市市立西埔國小,0,AirBox,,14.63,Theil-Sen/30/20.06,2020-05-24,08BEAC0A061A,v1.06,2.0,1.0,23.04614931,120.4456755,9.0,0,AI-1003WN,,acelink.edimax,26.0,29.0,14.0,0.0,0.0,0.0,100.0,28.6,01:36:07,2020-05-24T01:36:07Z
N/A,74DA38F6FEF4,,AirBox,taipei,11.1,BRR/14/4.71,2020-05-24,74DA38F6FEF4,,2.0,1.0,25.035,121.553,9.0,,,EdiGreen,,6.0,7.0,4.0,,,,67.0,27.37,01:36:37,2020-05-24T01:36:37Z
嘉義縣溪口鄉坪頂村中正東路103號,嘉義縣縣立溪口國中,0,AirBox,,28.34,Theil-Sen/30/16.41,2020-05-24,08BEAC0A061E,v1.06,2.0,1.0,23.60394623,120.3939419,9.0,0,AI-1003WN,,acelink.edimax,43.0,53.0,26.0,0.0,0.0,0.0,100.0,29.2,01:39:49,2020-05-24T01:39:49Z
高雄市興糖國小 高雄市橋頭區興糖路19巷1號,高雄市市立興糖國小,,AirBox,kaohsiung,18.44,Theil-Sen/30/13.37,2020-05-24,74DA38F20B88,,2.0,1.0,22.75,120.316,9.0,,,興糖國小2,,38.0,47.0,22.0,,,,100.0,26.62,01:34:33,2020-05-24T01:34:33Z
N/A,74DA38E69BC0,,AirBox,kaohsiung,11.72,Theil-Sen/30/5.04,2020-05-24,74DA38E69BC0,,2.0,1.0,22.674,120.308,9.0,,,DT 室內,,9.0,10.0,6.0,,,,73.0,27.12,01:32:38,2020-05-24T01:32:38Z
N/A,74DA38B0514C,,AirBox,taipei,6.91,BRR/14/6.85,2020-05-24,74DA38B0514C,,2.0,1.0,25.002,121.555,9.0,,,PM2.5_box,,3.0,4.0,2.0,,,,80.0,26.37,01:36:59,2020-05-24T01:36:59Z
高雄市過埤國小 高雄市鳳山區過埤里過埤路176號,高雄市市立過埤國小,,AirBox,kaohsiung,16.91,Theil-Sen/30/8.88,2020-05-24,74DA38F20B84,,2.0,1.0,22.591,120.362,9.0,,,高雄市立過埤國小,,36.0,44.0,21.0,,,,100.0,28.5,01:31:33,2020-05-24T01:31:33Z
N/A,74DA38B0514E,,AirBox,taoyuan,4.58,BRR/30/2.52,2020-05-24,74DA38B0514E,,2.0,1.0,25.018,121.304,9.0,,,Ian,,3.0,3.0,2.0,,,,74.0,26.5,01:35:05,2020-05-24T01:35:05Z
高雄市溪洲國小 高雄市旗山區旗南二路126號,高雄市市立溪洲國小,,AirBox,kaohsiung,7.72,Theil-Sen/30/7.85,2020-05-24,74DA38F20B82,,2.0,1.0,22.847,120.465,9.0,,,高雄市旗山區溪洲國小,,12.0,13.0,8.0,,,,100.0,26.12,01:33:22,2020-05-24T01:33:22Z
高雄市中崙國小 高雄市鳳山區中崙四路25號,高雄市市立中崙國小,,AirBox,kaohsiung,20.24,Theil-Sen/30/7.37,2020-05-24,74DA38F20B80,,2.0,1.0,22.599,120.35,9.0,,,高雄市鳳山區中崙國小,,42.0,52.0,24.0,,,,100.0,26.75,01:33:01,2020-05-24T01:33:01Z
N/A,74DA38AF47E4,,AirBox,miaoli,4.01,BRR/30/13.96,2020-05-24,74DA38AF47E4,,2.0,1.0,24.682,120.871,9.0,,,AzureSky,,6.0,8.0,4.0,,,,100.0,26.12,01:33:59,2020-05-24T01:33:59Z
Yangming,陽明-2,,AirBox,yilan,6.86,BRR/14/3.7,2020-05-24,08BEAC028A6E,,2.0,1.0,25.0513097,121.5443192,9.0,,,手動站：陽明站-2（A6E）,,11.0,12.0,6.0,,,,100.0,23.37,01:34:47,2020-05-24T01:34:47Z
Yangming,陽明-1,,AirBox,yilan,8.0,BRR/14/3.66,2020-05-24,08BEAC028A6C,,2.0,1.0,25.051,121.544,9.0,,,手動站：陽明站-1（A6C）,,10.0,11.0,5.0,,,,92.0,23.12,01:35:35,2020-05-24T01:35:35Z
[912]屏東縣內埔鄉老埤村壽比路116號,屏東縣縣立泰安國小,,AirBox,pingtung,17.68,BRR/30/11.88,2020-05-24,74DA38F20A74,,2.0,1.0,22.63,120.594,9.0,,,屏東縣泰安國小,,34.0,40.0,21.0,,,,100.0,26.5,01:31:45,2020-05-24T01:31:45Z
N/A,74DA38B051F4,,AirBox,taipei,6.0,BRR/14/2.21,2020-05-24,74DA38B051F4,,2.0,1.0,25.034,121.525,9.0,,,James,,0.0,0.0,0.0,,,,77.0,27.87,01:33:03,2020-05-24T01:33:03Z
桃園市桃園區同德十一街48號,桃園市市立同安國小,0,AirBox,,13.79,BRR/30/2.98,2020-05-24,08BEAC09FFB4,v1.06,2.0,1.0,25.02174333,121.2991216,9.0,0,AI-1003WN,,acelink.edimax,20.0,21.0,12.0,0.0,0.0,0.0,78.0,28.8,01:37:54,2020-05-24T01:37:54Z
臺南市麻豆區南勢里86號,臺南市市立文正國小,0,AirBox,,N/A,N/A,2020-05-24,08BEAC0A0472,v1.06,2.0,1.0,23.18719587,120.2660892,9.0,0,AI-1003WN,,acelink.edimax,66.0,76.0,35.0,0.0,0.0,0.0,100.0,28.0,01:37:36,2020-05-24T01:37:36Z
桃園市楊梅區梅溪里19鄰三民北路26巷41號,桃園市市立瑞梅國小,0,AirBox,,N/A,N/A,2020-05-24,08BEAC0A0470,v1.06,2.0,1.0,24.91027731,121.1713391,9.0,0,AI-1003WN,,acelink.edimax,12.0,15.0,8.0,0.0,0.0,0.0,76.0,27.1,01:35:27,2020-05-24T01:35:27Z
嘉義縣東石鄉三家村16號,嘉義縣縣立三江國小,0,AirBox,,10.2,BRR/14/7.47,2020-05-24,08BEAC09FFB0,v1.06,2.0,1.0,23.46882076,120.1745889,9.0,0,AI-1003WN,,acelink.edimax,17.0,19.0,9.0,0.0,0.0,0.0,90.0,29.3,01:37:52,2020-05-24T01:37:52Z
N/A,74DA38AF47B4,,AirBox,changhua,0.0,LR/30/2.25,2020-05-24,74DA38AF47B4,,2.0,1.0,24.086,120.538,9.0,,,JUAN,,3.0,3.0,2.0,,,,91.0,26.75,01:36:44,2020-05-24T01:36:44Z
臺中市霧峰區北勢里豐正路五六六號,臺中市立光正國小,0,AirBox,,14.86,BRR/30/10.47,2020-05-24,08BEAC09FFB2,v1.06,2.0,1.0,24.06093892,120.6675654,9.0,0,AI-1003WN,,acelink.edimax,33.0,35.0,21.0,0.0,0.0,0.0,94.0,29.3,01:36:43,2020-05-24T01:36:43Z
N/A,74DA38AF47B6,,AirBox,kaohsiung,16.15,Theil-Sen/30/2.48,2020-05-24,74DA38AF47B6,,2.0,1.0,22.626,120.265,9.0,,,社科院室內,,28.0,31.0,19.0,,,,89.0,28.0,01:30:07,2020-05-24T01:30:07Z
Xizhi,汐止-2,,AirBox,yilan,9.11,BRR/14/3.7,2020-05-24,08BEAC028A66,,2.0,1.0,25.0513022,121.5443653,9.0,,,手動站：汐止站-2（A66）,,13.0,14.0,8.0,,,,94.0,24.87,01:36:16,2020-05-24T01:36:16Z
N/A,AirBox-NUS-08,,AirBox,,N/A,N/A,2020-05-24,08BEAC0286E4,,2.0,1.0,1.293,103.842,9.0,,,SG_CENTRAL _INDOOR,,6.0,7.0,4.0,,,,69.0,25.75,01:33:43,2020-05-24T01:33:43Z
N/A,74DA38B051FA,,AirBox,chiayi_county,29.65,Theil-Sen/30/15.14,2020-05-24,74DA38B051FA,,2.0,1.0,23.598,120.458,9.0,,,信義街,,44.0,63.0,30.0,,,,100.0,27.5,01:34:46,2020-05-24T01:34:46Z
Puzi,朴子-2,,AirBox,taipei,17.98,BRR/14/3.68,2020-05-24,08BEAC028A62,,2.0,1.0,25.04170237,121.5440922,9.0,,,手動站：朴子站-2（A62）,,26.0,32.0,15.0,,,,83.0,29.5,01:34:15,2020-05-24T01:34:15Z
Nantou,南投-1,,AirBox,yilan,20.84,BRR/14/3.68,2020-05-24,08BEAC028A60,,2.0,1.0,25.04170237,121.5440922,9.0,,,手動站：南投站-1（A60）,,28.0,31.0,15.0,,,,74.0,30.5,01:32:05,2020-05-24T01:32:05Z
臺南市七股區大埕里大寮36之2號,臺南市市立大文國小,0,AirBox,,54.34,Theil-Sen/14/19.1,2020-05-24,08BEAC0A047C,v1.04,2.0,1.0,23.15038132,120.1536375,9.0,0,AI-1003WN,,acelink.edimax,124.0,136.0,39.0,0.0,0.0,0.0,100.0,29.2,01:37:21,2020-05-24T01:37:21Z
臺中市霧峰區南柳里柳豐路535號,臺中市立光復國中小,0,AirBox,,12.41,BRR/30/12.99,2020-05-24,08BEAC09FFBE,v1.06,2.0,1.0,24.04397822,120.689895,9.0,0,AI-1003WN,,acelink.edimax,23.0,24.0,13.0,0.0,0.0,0.0,80.0,29.7,01:39:41,2020-05-24T01:39:41Z
桃園市八德區永豐路155號,桃園市市立茄苳國小,0,AirBox,,0.19,BRR/30/4.35,2020-05-24,08BEAC0A047A,v1.06,2.0,1.0,24.9645944,121.2777675,9.0,0,AI-1003WN,,acelink.edimax,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.3,01:39:53,2020-05-24T01:39:53Z
[955]臺東縣鹿野鄉瑞豐村中山路67號,台東縣縣立瑞豐國小,,AirBox,taitung,2.27,PA/14/24.79,2020-05-24,74DA38F20AAC,,2.0,1.0,22.978,121.137,9.0,,,臺東縣瑞豐國小觀測站,,0.0,0.0,0.0,,,,100.0,25.0,01:31:47,2020-05-24T01:31:47Z
臺中市神岡區豐洲路482號,臺中市立豐洲國小,0,AirBox,,114.91,LR/30/3.86,2020-05-24,08BEAC09FFBA,v1.06,2.0,1.0,24.26235666,120.70418,9.0,0,AI-1003WN,,acelink.edimax,9.0,10.0,5.0,0.0,0.0,0.0,80.0,28.6,01:35:32,2020-05-24T01:35:32Z
臺南市龍崎區新市子258號,臺南市市立龍崎國中,0,AirBox,,15.81,Theil-Sen/14/16.31,2020-05-24,08BEAC0A047E,v1.06,2.0,1.0,22.96851238,120.3609613,9.0,0,AI-1003WN,,acelink.edimax,37.0,45.0,19.0,0.0,0.0,0.0,100.0,28.0,01:34:54,2020-05-24T01:34:54Z
雲林縣崙背鄉豐榮村豐榮路廿一號,雲林縣縣立豐榮國小,0,AirBox,,30.19,Theil-Sen/21/25.35,2020-05-24,08BEAC09FFBC,v1.06,2.0,1.0,23.79183769,120.311746,9.0,0,AI-1003WN,,acelink.edimax,16.0,19.0,9.0,0.0,0.0,0.0,73.0,29.2,01:36:04,2020-05-24T01:36:04Z
嘉義縣水上鄉忠和村6之2號,嘉義縣縣立忠和國中,0,AirBox,,38.73,Theil-Sen/30/4.31,2020-05-24,08BEAC0A0612,v1.06,2.0,1.0,23.4252309,120.4514224,9.0,0,AI-1003WN,,acelink.edimax,53.0,66.0,29.0,0.0,0.0,0.0,87.0,28.1,01:39:00,2020-05-24T01:39:00Z
N/A,74DA38E69DA6,,AirBox,taichuang,5.38,BRR/30/2.49,2020-05-24,74DA38E69DA6,,2.0,1.0,24.157,120.665,9.0,,,科博館室內展示機,,0.0,0.0,0.0,,,,60.0,21.12,01:32:37,2020-05-24T01:32:37Z
臺南市東山區東中里青葉路一段132號,臺南市市立東山國中,0,AirBox,,N/A,N/A,2020-05-24,08BEAC0A0616,v1.06,2.0,1.0,23.31694659,120.4030698,9.0,0,AI-1003WN,,acelink.edimax,51.0,66.0,29.0,0.0,0.0,0.0,88.0,28.0,01:34:33,2020-05-24T01:34:33Z
桃園市桃園區南平路487號,桃園市市立同德國中,0,AirBox,,8.81,BRR/30/2.52,2020-05-24,08BEAC0A0614,v1.06,2.0,1.0,25.0158367,121.2936759,9.0,0,AI-1003WN,,acelink.edimax,10.0,12.0,7.0,0.0,0.0,0.0,72.0,28.1,01:38:57,2020-05-24T01:38:57Z
N/A,74DA38C7D1D6,,AirBox,pingtung,9.33,BRR/30/24.08,2020-05-24,74DA38C7D1D6,,2.0,1.0,22.46,120.446,9.0,,,東港鎮興漁里,,16.0,18.0,11.0,,,,95.0,28.36,01:31:29,2020-05-24T01:31:29Z
[358]苗栗縣苑裡鎮中正里111號,苗栗縣縣立中正國小,,AirBox,miaoli,0.77,LR/14/11.1,2020-05-24,74DA38F20852,,2.0,1.0,24.428,120.661,9.0,,,苗栗縣中正國小,,8.0,9.0,5.0,,,,100.0,26.12,01:34:35,2020-05-24T01:34:35Z
N/A,74DA38C7D1D4,,AirBox,taipei,8.55,BRR/14/2.58,2020-05-24,74DA38C7D1D4,,2.0,1.0,25.026,121.52,9.0,,,kjt,,3.0,4.0,2.0,,,,72.0,26.87,01:36:26,2020-05-24T01:36:26Z
[365]苗栗縣泰安鄉士林村5鄰26號,苗栗縣縣立士林國小,,AirBox,miaoli,0.0,LR/14/17.79,2020-05-24,74DA38F20B8C,,2.0,1.0,24.347,120.93,9.0,,,苗栗縣士林國小,,2.0,3.0,1.0,,,,100.0,23.62,01:31:49,2020-05-24T01:31:49Z
高雄市旗尾國小 高雄市旗山區延平二路19號,高雄市市立旗尾國小,,AirBox,kaohsiung,8.38,Theil-Sen/30/3.95,2020-05-24,74DA38F20B8A,,2.0,1.0,22.882,120.492,9.0,,,高雄市旗山區旗尾國小2,,13.0,15.0,10.0,,,,100.0,25.62,01:33:52,2020-05-24T01:33:52Z
高雄市明宗國小 高雄市湖內區公館里保生路103號,高雄市市立明宗國小,,AirBox,NA,23.35,Theil-Sen/14/8.96,2020-05-24,74DA38F20A34,,2.0,1.0,22.906,120.222,9.0,,,高雄市湖內區明宗國小,,53.0,70.0,29.0,,,,100.0,26.5,01:33:57,2020-05-24T01:33:57Z
臺中市豐原區西勢路410號,臺中市立合作國小,0,AirBox,,22.2,LR/30/4.25,2020-05-24,08BEAC0A007E,v1.06,2.0,1.0,24.24046202,120.7037366,9.0,0,AI-1003WN,,acelink.edimax,15.0,17.0,9.0,0.0,0.0,0.0,98.0,27.6,01:34:55,2020-05-24T01:34:55Z
雲林縣崙背鄉大有村大有路十四號,雲林縣縣立大有國小,0,AirBox,,14.25,Theil-Sen/21/24.7,2020-05-24,08BEAC0A007C,v1.06,2.0,1.0,23.7639764,120.3091388,9.0,0,AI-1003WN,,acelink.edimax,6.0,7.0,2.0,0.0,0.0,0.0,88.0,29.6,01:35:04,2020-05-24T01:35:04Z
N/A,新北市北大高中,,AirBox,new_taipei,8.84,BRR/30/8.61,2020-05-24,74DA38F20A30,,2.0,1.0,24.948,121.372,9.0,,,新北市北大高中,,12.0,14.0,7.0,,,,81.0,26.37,01:35:06,2020-05-24T01:35:06Z
臺中市北區崇德路一段107號,臺中市立省三國小,0,AirBox,,7.74,BRR/30/4.46,2020-05-24,08BEAC0A007A,v1.06,2.0,1.0,24.159763,120.684232,9.0,0,AI-1003WN,,acelink.edimax,14.0,16.0,8.0,0.0,0.0,0.0,81.0,29.7,01:36:05,2020-05-24T01:36:05Z
N/A,74DA38B05384,,AirBox,taichuang,7.17,BRR/30/8.25,2020-05-24,74DA38B05384,,2.0,1.0,24.17,120.72,9.0,,,YuYao Chang Living Room,,6.0,6.0,4.0,,,,63.0,28.36,01:37:03,2020-05-24T01:37:03Z
N/A,08BEAC028880,,AirBox,taichuang,9.41,BRR/30/7.69,2020-05-24,08BEAC028880,,2.0,1.0,24.21896993,120.6597032,9.0,,,民峰實業股份有限公司大雅預拌混凝土廠行車路徑,,12.0,13.0,8.0,,,,64.0,34.75,01:35:13,2020-05-24T01:35:13Z
雲林縣水林鄉大溝村一號,雲林縣縣立大興國小,0,AirBox,,11.16,BRR/14/11.63,2020-05-24,08BEAC0A027A,v1.06,2.0,1.0,23.56601178,120.2105462,9.0,0,AI-1003WN,,acelink.edimax,18.0,21.0,9.0,0.0,0.0,0.0,100.0,30.0,01:36:03,2020-05-24T01:36:03Z
臺中市東勢區東崎路5段415號,臺中市立東勢國中,0,AirBox,,45.72,LR/30/11.14,2020-05-24,08BEAC0A027C,v1.06,2.0,1.0,24.257442,120.851617,9.0,0,AI-1003WN,,acelink.edimax,10.0,11.0,6.0,0.0,0.0,0.0,93.0,27.6,01:38:18,2020-05-24T01:38:18Z
桃園市大溪區瑞興里一鄰大鶯路1125號,桃園市市立中興國小,0,AirBox,,5.67,BRR/30/7.86,2020-05-24,08BEAC0A027E,v1.06,2.0,1.0,24.92485458,121.3102443,9.0,0,AI-1003WN,,acelink.edimax,7.0,8.0,4.0,0.0,0.0,0.0,85.0,27.0,01:37:16,2020-05-24T01:37:16Z
N/A,74DA38AF475E,,AirBox,new_taipei,9.5,BRR/14/2.29,2020-05-24,74DA38AF475E,,2.0,1.0,25.064,121.496,9.0,,,SC-indoor,,0.0,0.0,0.0,,,,60.0,28.25,01:33:26,2020-05-24T01:33:26Z
嘉義縣阿里山鄉豐山村47號,嘉義縣縣立豐山實驗國(中)小,0,AirBox,,16.24,Theil-Sen/21/25.78,2020-05-24,08BEAC0A06DE,v1.06,2.0,1.0,23.5759516,120.7500601,9.0,0,AI-1003WN,,acelink.edimax,8.0,8.0,4.0,0.0,0.0,0.0,94.0,25.0,01:37:58,2020-05-24T01:37:58Z
臺南市永康區文賢街68巷1號,臺南市市立大灣高中附設國中,0,AirBox,,21.78,Theil-Sen/14/7.3,2020-05-24,08BEAC0A06DA,v1.06,2.0,1.0,23.02736947,120.2566919,9.0,0,AI-1003WN,,acelink.edimax,44.0,56.0,23.0,0.0,0.0,0.0,87.0,28.5,01:34:58,2020-05-24T01:34:58Z
N/A,74DA38AF4796,,AirBox,taoyuan,N/A,N/A,2020-05-24,74DA38AF4796,,2.0,1.0,24.911,121.151,9.0,,,桃園縣楊梅鎮自立街,,14.0,16.0,11.0,,,,100.0,25.25,01:32:46,2020-05-24T01:32:46Z
臺南市七股區義合里74之2號,臺南市市立竹橋國中,0,AirBox,,21.74,Theil-Sen/14/14.4,2020-05-24,08BEAC0A06DC,v1.06,2.0,1.0,23.10140477,120.1418082,9.0,0,AI-1003WN,,acelink.edimax,47.0,60.0,28.0,0.0,0.0,0.0,93.0,28.5,01:39:32,2020-05-24T01:39:32Z
N/A,新北市秀朗國小,,AirBox,new_taipei,6.47,BRR/14/5.55,2020-05-24,74DA38F7C368,,2.0,1.0,24.998,121.521,9.0,,,秀朗國小,,7.0,9.0,4.0,,,,92.0,24.62,01:32:54,2020-05-24T01:32:54Z
N/A,74DA38EBF656,,AirBox,taichuang,6.6,LR/14/14.63,2020-05-24,74DA38EBF656,,2.0,1.0,24.35,120.619,9.0,,,myPM2.5_56,,8.0,8.0,4.0,,,,76.0,29.11,01:33:57,2020-05-24T01:33:57Z
臺北市內湖區樂康里康樂街131號,市立東湖國中,,AirBox,taipei,5.32,LR/14/2.41,2020-05-24,74DA38F7C5BA,,2.0,1.0,25.072,121.619,9.0,,,台北市內湖區東湖國中2018,,9.0,10.0,5.0,,,,100.0,22.87,01:34:52,2020-05-24T01:34:52Z
雲林縣東勢鄉東南村東榮路廿九巷九號,雲林縣縣立東勢國小,0,AirBox,,8.86,BRR/14/23.04,2020-05-24,08BEAC0A02F6,v1.06,2.0,1.0,23.67411553,120.2570503,9.0,0,AI-1003WN,,acelink.edimax,11.0,13.0,6.0,0.0,0.0,0.0,97.0,31.2,01:34:42,2020-05-24T01:34:42Z
臺中市大肚區社腳里沙田路一段八五四巷二四號,臺中市立大忠國小,0,AirBox,,1.38,LR/30/7.74,2020-05-24,08BEAC0A02F4,v1.06,2.0,1.0,24.13430025,120.55636,9.0,0,AI-1003WN,,acelink.edimax,11.0,12.0,7.0,0.0,0.0,0.0,100.0,29.5,01:37:45,2020-05-24T01:37:45Z
臺中市大肚區福山村沙田路一段364號,臺中市立追分國小,0,AirBox,,8.96,LR/30/6.82,2020-05-24,08BEAC0A02F2,v1.06,2.0,1.0,24.12223999,120.568245,9.0,0,AI-1003WN,,acelink.edimax,18.0,21.0,9.0,0.0,0.0,0.0,100.0,29.1,01:39:37,2020-05-24T01:39:37Z
雲林縣斗六市莊敬路一一一號,雲林縣縣立雲林國小,0,AirBox,,83.03,Theil-Sen/21/1.06,2020-05-24,08BEAC0A02F0,v1.06,2.0,1.0,23.70283896,120.5483153,9.0,0,AI-1003WN,,acelink.edimax,49.0,63.0,28.0,0.0,0.0,0.0,90.0,28.8,01:35:37,2020-05-24T01:35:37Z
嘉義縣布袋鎮永安里126之2號,嘉義縣縣立永安國小,0,AirBox,,15.43,BRR/14/12.59,2020-05-24,08BEAC0A0108,v1.06,2.0,1.0,23.37129694,120.1820403,9.0,0,AI-1003WN,,acelink.edimax,31.0,39.0,19.0,0.0,0.0,0.0,100.0,27.8,01:36:12,2020-05-24T01:36:12Z
臺中市清水區臨海路26號,臺中市立甲南國小,0,AirBox,,114.24,LR/30/15.75,2020-05-24,08BEAC0A0104,v1.06,2.0,1.0,24.30474724,120.5955373,9.0,0,AI-1003WN,,acelink.edimax,8.0,10.0,5.0,0.0,0.0,0.0,80.0,29.6,01:37:35,2020-05-24T01:37:35Z
桃園市八德區興豐路222號,桃園市市立八德國小,0,AirBox,,6.84,BRR/30/7.78,2020-05-24,08BEAC0A02F8,v1.06,2.0,1.0,24.928085,121.2831983,9.0,0,AI-1003WN,,acelink.edimax,9.0,9.0,5.0,0.0,0.0,0.0,84.0,26.3,01:37:53,2020-05-24T01:37:53Z
嘉義縣竹崎鄉沙坑村57之2號,嘉義縣縣立沙坑國小,0,AirBox,,38.77,Theil-Sen/30/12.78,2020-05-24,08BEAC0A0100,v1.06,2.0,1.0,23.485855,120.563627,9.0,0,AI-1003WN,,acelink.edimax,53.0,69.0,28.0,0.0,0.0,0.0,88.0,27.3,01:34:39,2020-05-24T01:34:39Z
桃園市桃園區大有路789號,桃園市市立快樂國小,0,AirBox,,14.8,BRR/30/2.82,2020-05-24,08BEAC0A00F4,v1.06,2.0,1.0,25.01886,121.3149216,9.0,0,AI-1003WN,,acelink.edimax,22.0,24.0,14.0,0.0,0.0,0.0,78.0,27.3,01:37:44,2020-05-24T01:37:44Z
雲林縣四湖鄉溪底村成功路十一號,雲林縣縣立東光國小,0,AirBox,,10.97,BRR/14/20.69,2020-05-24,08BEAC0A00F6,v1.06,2.0,1.0,23.6518196,120.2722556,9.0,0,AI-1003WN,,acelink.edimax,20.0,23.0,11.0,0.0,0.0,0.0,94.0,28.5,01:39:04,2020-05-24T01:39:04Z
