SiteAddr,SiteName,adf_status,app,area,c_d0,c_d0_method,date,device_id,fw_ver,gps_alt,gps_fix,gps_lat,gps_lon,gps_num,hcho,model,name,odm,s_d0,s_d1,s_d2,s_g1,s_g8,s_gg,s_h0,s_t0,time,timestamp
臺南市北區勝安里開元路71巷32號,臺南市市立開元國小,0,AirBox,,23.59,Theil-Sen/14/2.83,2020-05-24,08BEAC0A0778,v1.06,2.0,1.0,23.0024229,120.2223212,9.0,0,AI-1003WN,,acelink.edimax,53.0,68.0,29.0,0.0,0.0,0.0,97.0,28.2,01:39:25,2020-05-24T01:39:25Z
N/A,74DA38E69E36,,AirBox,chiayi_city,17.2,Theil-Sen/30/2.44,2020-05-24,74DA38E69E36,,2.0,1.0,23.48,120.426,9.0,,,Addison,,8.0,9.0,6.0,,,,60.0,27.62,01:36:34,2020-05-24T01:36:34Z
雲林縣元長鄉內寮村內寮路六號,雲林縣縣立仁德國小,0,AirBox,,20.68,Theil-Sen/30/19.46,2020-05-24,08BEAC0A00C2,v1.06,2.0,1.0,23.6174322,120.3515269,9.0,0,AI-1003WN,,acelink.edimax,31.0,36.0,18.0,0.0,0.0,0.0,100.0,29.0,01:38:36,2020-05-24T01:38:36Z
嘉義縣中埔鄉和美村後庄16號,嘉義縣縣立和睦國小,0,AirBox,,31.82,Theil-Sen/30/2.51,2020-05-24,08BEAC0A0776,v1.06,2.0,1.0,23.452142,120.462491,9.0,0,AI-1003WN,,acelink.edimax,43.0,55.0,23.0,0.0,0.0,0.0,88.0,28.6,01:39:27,2020-05-24T01:39:27Z
臺南市下營區賀建里麻豆寮49號,臺南市市立賀建國小,0,AirBox,,N/A,N/A,2020-05-24,08BEAC0A00C0,v1.06,2.0,1.0,23.2541103,120.2964614,9.0,0,AI-1003WN,,acelink.edimax,46.0,57.0,26.0,0.0,0.0,0.0,100.0,29.8,01:38:47,2020-05-24T01:38:47Z
臺南市東區崇學路98號,臺南市市立崇學國小,0,AirBox,,23.39,Theil-Sen/14/2.22,2020-05-24,08BEAC0A0770,v1.06,2.0,1.0,22.97956447,120.2235883,9.0,0,AI-1003WN,,acelink.edimax,50.0,64.0,30.0,0.0,0.0,0.0,92.0,28.2,01:38:02,2020-05-24T01:38:02Z
臺中市北屯區崇德路三段568號,臺中市立仁美國小,0,AirBox,,12.69,BRR/30/6.43,2020-05-24,08BEAC0A00C6,v1.06,2.0,1.0,24.1915279737,120.687303208,9.0,0,AI-1003WN,,acelink.edimax,23.0,25.0,14.0,0.0,0.0,0.0,79.0,28.6,01:39:04,2020-05-24T01:39:04Z
雲林縣四湖鄉內湖村三塊厝一二三號,雲林縣縣立內湖國小,0,AirBox,,8.52,BRR/14/18.92,2020-05-24,08BEAC0A00C4,v1.06,2.0,1.0,23.63004148,120.1942384,9.0,0,AI-1003WN,,acelink.edimax,12.0,13.0,6.0,0.0,0.0,0.0,100.0,30.1,01:38:50,2020-05-24T01:38:50Z
臺中市大里區仁德里13鄰文化街120號,臺中市立塗城國小,0,AirBox,,17.5,BRR/30/8.67,2020-05-24,08BEAC0A031C,v1.06,2.0,1.0,24.09427801,120.6985297,9.0,0,AI-1003WN,,acelink.edimax,36.0,44.0,22.0,0.0,0.0,0.0,88.0,28.8,01:38:08,2020-05-24T01:38:08Z
N/A,74DA38B05248,,AirBox,taoyuan,N/A,N/A,2020-05-24,74DA38B05248,,2.0,1.0,24.973,121.097,9.0,,,桃園市環教學會新屋站,,11.0,12.0,8.0,,,,93.0,26.87,01:34:02,2020-05-24T01:34:02Z
嘉義縣六腳鄉更寮村19號,嘉義縣縣立更寮國小,0,AirBox,,12.84,BRR/14/1.92,2020-05-24,08BEAC0A031A,v1.06,2.0,1.0,23.48279882,120.2398561,9.0,0,AI-1003WN,,acelink.edimax,23.0,26.0,12.0,0.0,0.0,0.0,100.0,29.2,01:39:11,2020-05-24T01:39:11Z
N/A,THU_USR_24,,AirBox,taichuang,124.98,LR/30/3.2,2020-05-24,74DA38EBF91C,,2.0,1.0,24.247,120.712,9.0,,,名典咖啡THUUSR-24,,8.0,13.0,8.0,,,,78.0,33.86,01:34:11,2020-05-24T01:34:11Z
雲林縣二崙鄉崙東村中興路十四號,雲林縣縣立二崙國小,0,AirBox,,71.1,Theil-Sen/21/14.96,2020-05-24,08BEAC0A031E,v1.06,2.0,1.0,23.7716238,120.4133025,9.0,0,AI-1003WN,,acelink.edimax,41.0,51.0,25.0,0.0,0.0,0.0,100.0,32.2,01:38:02,2020-05-24T01:38:02Z
[350]苗栗縣竹南鎮佳興里光復路331號,苗栗縣縣立照南國小,,AirBox,miaoli,4.01,BRR/30/15.36,2020-05-24,74DA38F20C90,,2.0,1.0,24.693,120.878,9.0,,,苗栗縣照南國小,,6.0,6.0,3.0,,,,100.0,25.87,01:32:29,2020-05-24T01:32:29Z
N/A,74DA38AF47E0,,AirBox,kaohsiung,11.97,Theil-Sen/30/3.92,2020-05-24,74DA38AF47E0,,2.0,1.0,22.66,120.312,9.0,,,Peggy & Paul,,13.0,15.0,11.0,,,,82.0,25.12,01:35:20,2020-05-24T01:35:20Z
N/A,74DA38ED052C,,AirBox,taipei,9.47,BRR/14/2.49,2020-05-24,74DA38ED052C,,2.0,1.0,25.026,121.518,9.0,,,AuroraAP,,4.0,7.0,4.0,,,,70.0,27.87,01:34:02,2020-05-24T01:34:02Z
N/A,08BEAC028C3E,,AirBox,taipei,0.0,LR/14/6.48,2020-05-24,08BEAC028C3E,,2.0,1.0,25.067,121.578,9.0,,,中興保全科技展示館,,3.0,3.0,2.0,,,,62.0,21.37,01:36:54,2020-05-24T01:36:54Z
N/A,74DA38EBF738,,AirBox,changhua,41.47,LR/30/11.16,2020-05-24,74DA38EBF738,,2.0,1.0,24.058,120.432,9.0,,,城隍廟燒金紙空污指標,,47.0,54.0,29.0,,,,100.0,29.36,01:35:11,2020-05-24T01:35:11Z
N/A,74DA38EBF734,,AirBox,miaoli,6.19,BRR/30/3.54,2020-05-24,74DA38EBF734,,2.0,1.0,24.965,121.294,9.0,,,A062,,9.0,9.0,5.0,,,,90.0,26.12,01:35:12,2020-05-24T01:35:12Z
高雄市興田國小 高雄市大樹區興田里興田路59號,高雄市市立興田國小,,AirBox,NA,10.81,BRR/30/8.65,2020-05-24,74DA38F20BCE,,2.0,1.0,22.74,120.445,9.0,,,高雄市興田國小new,,20.0,23.0,9.0,,,,100.0,27.12,01:37:11,2020-05-24T01:37:11Z
N/A,74DA38ED067E,,AirBox,taipei,7.52,BRR/14/2.83,2020-05-24,74DA38ED067E,,2.0,1.0,25.025,121.523,9.0,,,台大醫院秘1,,3.0,5.0,3.0,,,,77.0,25.12,01:36:56,2020-05-24T01:36:56Z
[602]嘉義縣番路鄉下坑村菜公店91號,嘉義縣民和國民小學,,AirBox,chiayi_county,N/A,N/A,2020-05-24,74DA38C7D090,,2.0,1.0,23.336,120.245,9.0,,,義竹國民小學,,45.0,59.0,28.0,,,,100.0,26.25,01:33:20,2020-05-24T01:33:20Z
臺北市士林區溪山里至善路3段199號,市立溪山國小,,AirBox,taipei,10.75,LR/14/3.98,2020-05-24,74DA38F21096,,2.0,1.0,25.119,121.552,9.0,,,台北市士林區溪山國小2018,,9.0,9.0,5.0,,,,87.0,23.75,01:33:59,2020-05-24T01:33:59Z
N/A,08BEAC028CB0,,AirBox,pingtung,2.85,BRR/14/13.15,2020-05-24,08BEAC028CB0,,2.0,1.0,22.074,120.814,9.0,,,iTribe四林部落,,1.0,1.0,0.0,,,,100.0,27.5,01:36:35,2020-05-24T01:36:35Z
[308]新竹縣寶山鄉新湖路一段386號,新竹縣縣立寶山國中莒光分校,,AirBox,hsinchu_county,7.24,BRR/14/6.47,2020-05-24,74DA38F2095A,,2.0,1.0,24.736,121.025,9.0,,,新竹縣寶山國中莒光分部,,8.0,9.0,4.0,,,,100.0,25.25,01:32:18,2020-05-24T01:32:18Z
臺北市士林區福中里福港街205號,市立百齡國小,,AirBox,taipei,9.06,LR/14/2.18,2020-05-24,74DA38F21090,,2.0,1.0,25.086,121.518,9.0,,,臺北市士林區百齡國小2018,,9.0,10.0,6.0,,,,94.0,24.5,01:35:56,2020-05-24T01:35:56Z
N/A,THU_USR_23,,AirBox,taichuang,7.63,BRR/30/6.14,2020-05-24,74DA38EBF8FA,,2.0,1.0,24.116,120.687,9.0,,,THUUSR-23,,11.0,20.0,12.0,,,,73.0,30.61,01:34:54,2020-05-24T01:34:54Z
臺北市士林區平等里平菁街101號,市立平等國小,,AirBox,taipei,6.94,LR/14/6.64,2020-05-24,74DA38F21092,,2.0,1.0,25.129,121.576,9.0,,,台北市士林區平等國小2018,,8.0,9.0,5.0,,,,100.0,22.25,01:37:02,2020-05-24T01:37:02Z
N/A,74DA38AF4742,,AirBox,taichuang,4.44,BRR/30/1.02,2020-05-24,74DA38AF4742,,2.0,1.0,24.143,120.639,9.0,,,TC_567,,9.0,10.0,6.0,,,,87.0,26.5,01:35:28,2020-05-24T01:35:28Z
N/A,74DA38C7D432,,AirBox,3,13.57,PA/14/2.9,2020-05-24,74DA38C7D432,,2.0,1.0,24.786,120.991,9.0,,,交大博愛校區-實驗一館,,9.0,10.0,6.0,,,,100.0,25.62,01:32:15,2020-05-24T01:32:15Z
[268]宜蘭縣五結鄉孝威路328號,宜蘭縣縣立孝威國小,,AirBox,yilan,0.0,LR/14/0.78,2020-05-24,74DA38F2088A,,2.0,1.0,24.753,121.741,9.0,,,宜蘭縣南屏國小,,1.0,1.0,0.0,,,,100.0,24.62,01:34:29,2020-05-24T01:34:29Z
N/A,AirBox-UChicago-21,,AirBox,,N/A,N/A,2020-05-24,74DA38ED06E6,,2.0,1.0,41.792,-87.592,9.0,,,ac_apt,,6.0,10.0,6.0,,,,66.0,20.5,01:32:57,2020-05-24T01:32:57Z
N/A,74DA38C7D438,,AirBox,pingtung,12.85,BRR/30/21.8,2020-05-24,74DA38C7D438,,2.0,1.0,22.477,120.487,9.0,,,崁頂焚化廠在北北東方2.7km,,26.0,28.0,17.0,,,,100.0,28.5,01:35:19,2020-05-24T01:35:19Z
N/A,74DA38EBF5D0,,AirBox,kaohsiung,17.45,Theil-Sen/30/16.78,2020-05-24,74DA38EBF5D0,,2.0,1.0,22.774,120.345,9.0,,,冠東&建誌鋼鐵,,37.0,47.0,24.0,,,,100.0,28.25,01:34:36,2020-05-24T01:34:36Z
[977]花蓮縣豐濱鄉光豐路26號,花蓮縣立豐濱國中,,AirBox,hualien,0.0,LR/14/41.95,2020-05-24,74DA38ED06E0,,2.0,1.0,23.601,121.521,9.0,,,花蓮縣豐濱國中,,3.0,4.0,2.0,,,,100.0,25.37,01:33:48,2020-05-24T01:33:48Z
[300]新竹市香山區中華路6段331巷168號,新竹華德福實驗學校,,AirBox,hsinchu_city,9.2,PA/14/9.34,2020-05-24,74DA38C7D618,,2.0,1.0,24.741,120.913,9.0,,,新竹市華德福實校,,6.0,7.0,4.0,,,,100.0,28.0,01:31:36,2020-05-24T01:31:36Z
N/A,74DA38B0519C,,AirBox,tainan,17.28,Theil-Sen/14/4.74,2020-05-24,74DA38B0519C,,2.0,1.0,22.999,120.159,9.0,,,安平古堡_4G,,40.0,53.0,27.0,,,,100.0,27.5,01:36:53,2020-05-24T01:36:53Z
[300]新竹市北區光華北街10號,新竹市立光華國中,,AirBox,hsinchu_city,6.62,PA/14/1.49,2020-05-24,74DA38C7D612,,2.0,1.0,24.819,120.973,9.0,,,新竹市光華國中,,4.0,5.0,3.0,,,,88.0,27.0,01:34:04,2020-05-24T01:34:04Z
[300]新竹市東區學府路4號,新竹市立培英國中,,AirBox,hsinchu_city,9.16,PA/14/1.42,2020-05-24,74DA38C7D616,,2.0,1.0,24.794,120.978,9.0,,,新竹市培英國中,,6.0,7.0,4.0,,,,100.0,27.87,01:33:39,2020-05-24T01:33:39Z
N/A,74DA38EBF5DE,,AirBox,new_taipei,5.54,BRR/14/5.36,2020-05-24,74DA38EBF5DE,,2.0,1.0,25.06,121.447,9.0,,,新店的家,,7.0,8.0,5.0,,,,89.0,27.75,01:36:46,2020-05-24T01:36:46Z
N/A,yunlin02,,AirBox,yunlin,74.83,Theil-Sen/21/2.95,2020-05-24,74DA38C7D18C,,2.0,1.0,23.705,120.517,9.0,,,yulin02,,44.0,65.0,26.0,,,,100.0,28.11,01:34:21,2020-05-24T01:34:21Z
N/A,74DA38EBF7F0,,AirBox,taichuang,8.8,BRR/30/7.28,2020-05-24,74DA38EBF7F0,,2.0,1.0,24.188,120.701,9.0,,,Alvin’s airbox,,17.0,18.0,11.0,,,,85.0,26.37,01:35:59,2020-05-24T01:35:59Z
N/A,74DA38EBF7F6,,AirBox,taichuang,N/A,N/A,2020-05-24,74DA38EBF7F6,,2.0,1.0,25.186,121.444,9.0,,,W_home,,0.0,0.0,0.0,,,,64.0,28.11,01:36:03,2020-05-24T01:36:03Z
臺南市鹽水區朝琴路137號,臺南市市立鹽水國小,0,AirBox,,N/A,N/A,2020-05-24,08BEAC0A07EC,v1.06,2.0,1.0,23.32300734,120.2700973,9.0,0,AI-1003WN,,acelink.edimax,51.0,67.0,32.0,0.0,0.0,0.0,97.0,28.3,01:35:44,2020-05-24T01:35:44Z
N/A,74DA38C7CFCE,,AirBox,taichuang,6.48,BRR/30/3.49,2020-05-24,74DA38C7CFCE,,2.0,1.0,24.157,120.675,9.0,,,Taichung143,,8.0,15.0,8.0,,,,71.0,30.86,01:35:59,2020-05-24T01:35:59Z
N/A,74DA38E2B62A,,AirBox,NA,8.66,BRR/30/2.56,2020-05-24,74DA38E2B62A,,2.0,1.0,24.139,120.662,9.0,,,PM2.5 HSU 10A,,19.0,21.0,12.0,,,,91.0,26.87,01:32:46,2020-05-24T01:32:46Z
N/A,08BEAC0289C8,,AirBox,chiayi_county,29.55,Theil-Sen/30/8.76,2020-05-24,08BEAC0289C8,,2.0,1.0,23.534576,120.405414,9.0,,,嘉義縣民雄鄉中央村嘉79,,44.0,54.0,26.0,,,,100.0,27.75,01:31:30,2020-05-24T01:31:30Z
N/A,28C2DDDD41C7,,AirBox,changhua,0.0,LR/30/10.35,2020-05-24,28C2DDDD41C7,,2.0,1.0,24.058,120.44,9.0,,,,,0.0,0.0,0.0,,,,100.0,28.75,01:31:40,2020-05-24T01:31:40Z
N/A,74DA38ED0676,,AirBox,taipei,10.81,BRR/14/2.83,2020-05-24,74DA38ED0676,,2.0,1.0,25.025,121.523,9.0,,,台大醫院工,,3.0,3.0,2.0,,,,61.0,23.12,01:36:50,2020-05-24T01:36:50Z
[302]新竹縣竹北市大義里鳳岡路三段100號,新竹縣縣立鳳岡國中,,AirBox,hsinchu_county,12.14,PA/14/6.53,2020-05-24,74DA38F20952,,2.0,1.0,24.864,120.965,9.0,,,FKJH,,8.0,9.0,5.0,,,,100.0,26.5,01:37:08,2020-05-24T01:37:08Z
[358]苗栗縣苑裡鎮泰田里3鄰62號,苗栗縣縣立藍田國小,,AirBox,miaoli,0.0,LR/14/6.5,2020-05-24,74DA38F20956,,2.0,1.0,24.389,120.695,9.0,,,苗栗縣藍田國小,,4.0,5.0,2.0,,,,100.0,25.62,01:31:28,2020-05-24T01:31:28Z
[265]宜蘭縣羅東鎮北成路一段125號,宜蘭縣縣立北成國小,,AirBox,yilan,0.0,LR/14/8.19,2020-05-24,74DA38F208C4,,2.0,1.0,24.675,121.758,9.0,,,前瞻_宜蘭縣北成國小,,0.0,1.0,0.0,,,,100.0,25.12,01:36:01,2020-05-24T01:36:01Z
N/A,74DA38E2B57A,,AirBox,new_taipei,N/A,N/A,2020-05-24,74DA38E2B57A,,2.0,1.0,25.238,121.61,9.0,,,金山半嶺,,7.0,7.0,4.0,,,,100.0,24.37,01:34:47,2020-05-24T01:34:47Z
N/A,74DA38EBF842,,AirBox,taipei,9.48,BRR/14/1.85,2020-05-24,74DA38EBF842,,2.0,1.0,25.032,121.517,9.0,,,CDICairbox,,2.0,3.0,1.0,,,,65.0,18.75,01:36:41,2020-05-24T01:36:41Z
N/A,74DA38EBF840,,AirBox,taichuang,3.64,BRR/30/9.09,2020-05-24,74DA38EBF840,,2.0,1.0,24.204,120.572,9.0,,,明秀公園,,7.0,8.0,5.0,,,,85.0,28.36,01:32:50,2020-05-24T01:32:50Z
[260]宜蘭縣宜蘭市崇聖街2號,宜蘭縣縣立宜蘭國小,,AirBox,yilan,0.0,LR/14/1.04,2020-05-24,74DA38F208C8,,2.0,1.0,24.753,121.755,9.0,,,宜蘭縣宜蘭國小,,1.0,2.0,1.0,,,,100.0,24.5,01:33:16,2020-05-24T01:33:16Z
[964]臺東縣金峰鄉賓茂村68號,台東縣縣立賓茂國小,,AirBox,taitung,2.74,PA/14/31.99,2020-05-24,74DA38F208DC,,2.0,1.0,22.532,120.954,9.0,,,賓茂國小,,1.0,2.0,1.0,,,,100.0,25.62,01:35:04,2020-05-24T01:35:04Z
[612]嘉義縣太保市信義二路1號,嘉義縣立永慶高中附設國中,,AirBox,chiayi_county,15.66,BRR/14/4.72,2020-05-24,74DA38E2B7CE,,2.0,1.0,23.465,120.294,9.0,,,永慶高級中學,,34.0,44.0,22.0,,,,100.0,26.25,01:31:22,2020-05-24T01:31:22Z
N/A,08BEAC02878E,,AirBox,taichuang,9.19,BRR/30/4.88,2020-05-24,08BEAC02878E,,2.0,1.0,24.11333003,120.6640022,9.0,,,AA2,,8.0,9.0,5.0,,,,57.0,29.25,01:32:27,2020-05-24T01:32:27Z
N/A,08BEAC0287EE,,AirBox,kaohsiung,14.23,Theil-Sen/30/12.29,2020-05-24,08BEAC0287EE,,2.0,1.0,22.594663,120.400583,9.0,,,高英工商,,17.0,18.0,9.0,,,,76.0,28.36,01:31:53,2020-05-24T01:31:53Z
N/A,74DA38ED07A6,,AirBox,new_taipei,5.25,BRR/14/3.29,2020-05-24,74DA38ED07A6,,2.0,1.0,25.042,121.465,9.0,,,小和空氣,,0.0,0.0,0.0,,,,76.0,24.12,01:33:33,2020-05-24T01:33:33Z
N/A,taichung03,,AirBox,taichuang,8.0,BRR/30/4.01,2020-05-24,74DA3895C54C,,2.0,1.0,24.179,120.615,9.0,,,taichung03,,20.0,23.0,15.0,,,,94.0,33.61,01:35:17,2020-05-24T01:35:17Z
N/A,74DA3895DFB2,,AirBox,kaohsiung,15.9,Theil-Sen/30/4.1,2020-05-24,74DA3895DFB2,,2.0,1.0,22.668,120.299,9.0,,,BIGEGG,,33.0,44.0,22.0,,,,100.0,27.37,01:34:23,2020-05-24T01:34:23Z
N/A,74DA38E69B64,,AirBox,kaohsiung,2.47,BRR/30/2.25,2020-05-24,74DA38E69B64,,2.0,1.0,24.172,120.638,9.0,,,302 Indoor,,0.0,0.0,0.0,,,,73.0,27.12,01:33:52,2020-05-24T01:33:52Z
雲林縣台西鄉中山路四○八號,雲林縣縣立台西國中,0,AirBox,,7.25,BRR/14/26.68,2020-05-24,08BEAC0A004C,v1.06,2.0,1.0,23.7015476,120.1918441,9.0,0,AI-1003WN,,acelink.edimax,10.0,10.0,5.0,0.0,0.0,0.0,100.0,29.6,01:35:52,2020-05-24T01:35:52Z
N/A,74DA38E69D54,,AirBox,taipei,11.05,BRR/14/2.79,2020-05-24,74DA38E69D54,,2.0,1.0,25.014,121.431,9.0,,,新樹路258巷3號2樓,,2.0,2.0,1.0,,,,55.0,28.25,01:33:43,2020-05-24T01:33:43Z
N/A,74DA38E2B4D8,,AirBox,new_taipei,14.65,BRR/14/1.33,2020-05-24,74DA38E2B4D8,,2.0,1.0,25.04,121.519,9.0,,,我是3號,,15.0,16.0,11.0,,,,72.0,26.12,01:32:43,2020-05-24T01:32:43Z
N/A,08BEAC028780,,AirBox,taipei,13.03,LR/14/4.91,2020-05-24,08BEAC028780,,2.0,1.0,25.119,121.469,9.0,,,關渡自然公園-入口,,17.0,18.0,11.0,,,,100.0,27.75,01:35:27,2020-05-24T01:35:27Z
N/A,74DA38EBF84E,,AirBox,new_taipei,10.83,BRR/14/2.0,2020-05-24,74DA38EBF84E,,2.0,1.0,24.996,121.452,9.0,,,廖桑,,3.0,4.0,2.0,,,,58.0,23.5,01:33:31,2020-05-24T01:33:31Z
[260]宜蘭縣宜蘭市力行路152號,宜蘭縣縣立力行國小,,AirBox,yilan,0.0,LR/14/1.89,2020-05-24,74DA38F208CA,,2.0,1.0,24.763,121.755,9.0,,,宜蘭縣力行國小,,2.0,3.0,1.0,,,,100.0,25.75,01:32:46,2020-05-24T01:32:46Z
[265]宜蘭縣羅東鎮民族路1號,宜蘭縣縣立羅東國小,,AirBox,yilan,1.1,LR/14/8.72,2020-05-24,74DA38F208CC,,2.0,1.0,24.673,121.772,9.0,,,宜蘭縣羅東國小,,2.0,3.0,1.0,,,,91.0,25.75,01:35:20,2020-05-24T01:35:20Z
N/A,08BEAC07D40C,0,AirBox,,12.34,LR/14/5.9,2020-05-24,08BEAC07D40C,v1.07,2.0,1.0,25.07967515,121.5665731,9.0,0,AI-1003WN,,acelink.edimax,6.0,7.0,4.0,0.0,0.0,0.0,72.0,26.2,01:36:48,2020-05-24T01:36:48Z
N/A,74DA38E69C8E,,AirBox,changhua,13.81,LR/30/11.24,2020-05-24,74DA38E69C8E,,2.0,1.0,23.965,120.537,9.0,,,Erison彰化，埔心，南昌北路,,7.0,7.0,5.0,,,,75.0,28.36,01:34:28,2020-05-24T01:34:28Z
N/A,08BEAC0288B2,,AirBox,new_taipei,12.59,BRR/14/2.6,2020-05-24,08BEAC0288B2,,2.0,1.0,25.05399,121.483509,9.0,,,A02站月台層,,15.0,16.0,10.0,,,,82.0,25.87,01:31:54,2020-05-24T01:31:54Z
[357]苗栗縣通霄鎮南和里9鄰112之1號,苗栗縣縣立南和國中,,AirBox,miaoli,0.0,LR/14/8.09,2020-05-24,74DA38F20D04,,2.0,1.0,24.447,120.721,9.0,,,苗栗縣南和國中,,5.0,6.0,3.0,,,,100.0,26.0,01:33:50,2020-05-24T01:33:50Z
高雄市福誠國小 高雄市鳳山區忠誠路145號,高雄市市立福誠國小,,AirBox,new_taipei,10.87,BRR/14/5.51,2020-05-24,74DA38F20D06,,2.0,1.0,25.062,121.451,9.0,,,高雄市鳳山區福誠國小02,,8.0,9.0,4.0,,,,68.0,29.36,01:36:14,2020-05-24T01:36:14Z
[931]屏東縣佳冬鄉進學街150號,屏東縣縣立佳冬國小,,AirBox,pingtung,12.27,BRR/30/28.77,2020-05-24,74DA38F20D08,,2.0,1.0,22.421,120.551,9.0,,,屏東縣佳冬國小,,23.0,27.0,13.0,,,,100.0,27.0,01:36:54,2020-05-24T01:36:54Z
高雄市十全國小 高雄市三民區十全二路162號,高雄市市立十全國小,,AirBox,kaohsiung,22.82,Theil-Sen/30/5.71,2020-05-24,74DA38F20FCE,,2.0,1.0,22.641,120.343,9.0,,,高雄市三民區十全國小(NEW),,42.0,52.0,24.0,,,,89.0,27.25,01:33:29,2020-05-24T01:33:29Z
高雄市三民國小 高雄市三民區建國三路216號,高雄市市立三民國小,,AirBox,kaohsiung,17.36,Theil-Sen/30/0.48,2020-05-24,74DA38F20FCA,,2.0,1.0,22.636,120.291,9.0,,,高雄市三民區三民國民小學,,34.0,43.0,21.0,,,,96.0,27.37,01:34:06,2020-05-24T01:34:06Z
臺中市中區三民路二段148號,臺中市立光復國小,0,AirBox,,12.64,BRR/30/4.15,2020-05-24,08BEAC09FF58,v1.06,2.0,1.0,24.166959,120.678557,9.0,0,AI-1003WN,,acelink.edimax,22.0,24.0,12.0,0.0,0.0,0.0,76.0,29.8,01:37:13,2020-05-24T01:37:13Z
N/A,74DA38B050C2,,AirBox,taichuang,10.31,PA/14/5.4,2020-05-24,74DA38B050C2,,2.0,1.0,24.786,121.021,9.0,,,內灣峴,,7.0,7.0,5.0,,,,100.0,26.0,01:31:34,2020-05-24T01:31:34Z
桃園市平鎮區文化街189號,桃園市市立文化國小,0,AirBox,,N/A,N/A,2020-05-24,08BEAC0A04DC,v1.06,2.0,1.0,24.95347026,121.2039031,9.0,0,AI-1003WN,,acelink.edimax,19.0,21.0,12.0,0.0,0.0,0.0,84.0,26.6,01:37:15,2020-05-24T01:37:15Z
臺中市北屯區軍福十三路300號,臺中市立軍功國小,0,AirBox,,6.74,BRR/30/8.35,2020-05-24,08BEAC09FF50,v1.06,2.0,1.0,24.17372166,120.7198433,9.0,0,AI-1003WN,,acelink.edimax,11.0,12.0,5.0,0.0,0.0,0.0,79.0,28.3,01:34:34,2020-05-24T01:34:34Z
臺中市南區高工路191號,臺中市立臺中高工,0,AirBox,,12.05,BRR/30/4.74,2020-05-24,08BEAC09FF52,v1.06,2.0,1.0,24.1136594874,120.661511086,9.0,0,AI-1003WN,,acelink.edimax,29.0,37.0,18.0,0.0,0.0,0.0,98.0,30.3,01:36:02,2020-05-24T01:36:02Z
臺中市北屯區三光一街77號,臺中市立三光國中,0,AirBox,,4.5,BRR/30/6.04,2020-05-24,08BEAC09FF54,v1.06,2.0,1.0,24.16756409,120.6980819,9.0,0,AI-1003WN,,acelink.edimax,8.0,9.0,4.0,0.0,0.0,0.0,83.0,28.5,01:34:46,2020-05-24T01:34:46Z
N/A,74DA38E2B828,,AirBox,taichuang,7.87,BRR/30/1.92,2020-05-24,74DA38E2B828,,2.0,1.0,24.169,120.638,9.0,,,C-Home(indoor),,8.0,9.0,6.0,,,,65.0,27.62,01:34:34,2020-05-24T01:34:34Z
N/A,74DA38E69E48,,AirBox,taichuang,4.41,BRR/30/8.28,2020-05-24,74DA38E69E48,,2.0,1.0,24.174,120.719,9.0,,,office,,0.0,0.0,0.0,,,,62.0,27.87,01:34:12,2020-05-24T01:34:12Z
[912]屏東縣內埔鄉龍潭村昭勝路438號,屏東縣縣立崇文國中,,AirBox,pingtung,16.33,BRR/30/11.71,2020-05-24,74DA38F20EE0,,2.0,1.0,22.678,120.602,9.0,,,屏東縣立崇文國中,,32.0,38.0,19.0,,,,100.0,27.25,01:37:10,2020-05-24T01:37:10Z
N/A,changhua13,,AirBox,changhua,0.29,LR/30/0.93,2020-05-24,74DA3895C308,,2.0,1.0,24.063,120.533,9.0,,,changhua13,,11.0,12.0,9.0,,,,100.0,27.62,01:31:18,2020-05-24T01:31:18Z
N/A,08BEAC028BA8,,AirBox,taichuang,137.74,LR/30/2.99,2020-05-24,08BEAC028BA8,,2.0,1.0,24.24860666,120.7135533,9.0,,,臺中市政府衛生局01,,11.0,12.0,7.0,,,,76.0,28.75,01:35:43,2020-05-24T01:35:43Z
[369]苗栗縣卓蘭鎮景山里5鄰88號,苗栗縣縣立景山國小,,AirBox,miaoli,0.61,LR/14/11.29,2020-05-24,74DA38F20E78,,2.0,1.0,24.352,120.865,9.0,,,苗栗縣景山國小,,7.0,9.0,4.0,,,,100.0,25.5,01:35:05,2020-05-24T01:35:05Z
[364]苗栗縣大湖鄉栗林村四份61號,苗栗縣縣立栗林國小,,AirBox,miaoli,0.0,LR/14/8.5,2020-05-24,74DA38F20E76,,2.0,1.0,24.373,120.842,9.0,,,苗栗縣栗林國民小學,,3.0,3.0,1.0,,,,100.0,25.12,01:35:38,2020-05-24T01:35:38Z
N/A,08BEAC028BA2,,AirBox,taichuang,7.16,BRR/30/6.17,2020-05-24,08BEAC028BA2,,2.0,1.0,24.205488,120.62491,9.0,,,合生,,15.0,16.0,9.0,,,,87.0,29.5,01:33:34,2020-05-24T01:33:34Z
N/A,taichung77,,AirBox,taichuang,8.11,LR/30/4.5,2020-05-24,74DA3895C30A,,2.0,1.0,24.225,120.714,9.0,,,taichung77,,10.0,18.0,6.0,,,,100.0,29.75,01:35:58,2020-05-24T01:35:58Z
