PM2_5_AVG,app,PublishTime,fmt_opt,WindSpeed,SO2_AVG,Latitude,O3,NO2,Status,SiteEngName,NO,SiteName,SiteType,CO_8hr,AQI,PM2_5,gps_lat,CO,timestamp,WindDirec,PM10_AVG,Longitude,gps_lon,O3_8hr,NOx,date,device_id,ver_format,PM10,County,SO2,SiteId,time,Pollutant
20,EPA_COPY,2020-05-24 09:00,1,0.9,3,23.711853,27,10,炊硄,Douliu,3.3,ゆせ,代,0.4,61,30,23.711853,0.46,2020-05-24T01:00:00Z,110,38,120.544994,120.544994,11,14,2020-05-24,EPA-Douliu,3,47,冻狶郡,3.3,37,01:00:00,灿腶疊稬采
15,EPA_COPY,2020-05-24 09:00,1,0.8,3,23.467123,24,8.5,▆,Puzi,3.8,Φ,代,0.4,50,8,23.465308,0.37,2020-05-24T01:00:00Z,27,29,120.24781,120.24735,13,12,2020-05-24,EPA-Puzi,3,20,古竡郡,2.9,40,01:00:00,
10,EPA_COPY,2020-05-24 09:00,1,1.4,3,26.160469,32,12,▆,Matsu,5.3,皑,代,0.2,32,15,26.153611,0.36,2020-05-24T01:00:00Z,173,21,119.949875,119.9525,34,18,2020-05-24,EPA-Matsu,3,30,硈郡,3.4,75,01:00:00,
7,EPA_COPY,2020-05-24 09:00,1,2.7,2,24.863869,38,6.1,▆,Longtan,3.4,纒兼,代,0.3,31,10,24.863869,0.31,2020-05-24T01:00:00Z,37,17,121.21635,121.21635,34,9.5,2020-05-24,EPA-Longtan,3,18,堕カ,,21,01:00:00,
10,EPA_COPY,2020-05-24 09:00,1,0.9,2,24.953278,21,27,▆,Zhongli,22,い胏,ユ硄代,0.8,31,8,24.953278,1.08,2020-05-24T01:00:00Z,308,20,121.221667,121.221667,17,49,2020-05-24,EPA-Zhongli,3,20,堕カ,2.1,68,01:00:00,
8,EPA_COPY,2020-05-24 09:00,1,1.6,2,24.151958,31,7.7,▆,Zhongming,2.5,┚,代,0.4,27,6,24.151958,0.4,2020-05-24T01:00:00Z,179,17,120.641092,120.641092,13,10,2020-05-24,EPA-Zhongming,3,20,籓いカ,2.1,31,01:00:00,
2,EPA_COPY,2020-05-24 09:00,1,0.8,1,22.755358,39,3.9,▆,Taitung,0.6,籓狥,代,0.3,26,2,22.755358,0.28,2020-05-24T01:00:00Z,45,6,121.15045,121.15045,28,4.4,2020-05-24,EPA-Taitung,3,7,籓狥郡,1,62,01:00:00,
4,EPA_COPY,2020-05-24 09:00,1,0.9,1,24.632203,29,1.9,▆,Dongshan,1.2,,代,0.2,19,4,24.632203,0.17,2020-05-24T01:00:00Z,90,12,121.792928,121.792928,21,3.2,2020-05-24,EPA-Dongshan,3,5,﹜孽郡,0.7,66,01:00:00,
17,EPA_COPY,2020-05-24 09:00,1,1.6,2,23.913,27,11,炊硄,Nantou,4.1,玭щ,代,0.5,54,19,23.913,0.58,2020-05-24T01:00:00Z,146,37,120.685306,120.685306,10,15,2020-05-24,EPA-Nantou,3,38,玭щ郡,1.9,36,01:00:00,灿腶疊稬采
12,EPA_COPY,2020-05-24 09:00,1,0.4,3,22.565833,31,14,▆,Xiaogang,5.2,翠,代,0.2,39,18,22.565833,0.41,2020-05-24T01:00:00Z,256,24,120.337736,120.337736,24,19,2020-05-24,EPA-Xiaogang,3,30,蔼动カ,4.3,58,01:00:00,
8,EPA_COPY,2020-05-24 09:00,1,2.7,2,24.565269,26,4.2,▆,Miaoli,1.6,璢,代,0.3,26,8,24.565269,0.23,2020-05-24T01:00:00Z,67,19,120.8202,120.8202,15,5.8,2020-05-24,EPA-Miaoli,3,15,璢郡,1.5,26,01:00:00,
8,EPA_COPY,2020-05-24 09:00,1,1.5,2,24.225628,34,4.8,▆,Shalu,1.7,‵忱,代,0.2,26,5,24.225628,0.16,2020-05-24T01:00:00Z,358,12,120.568794,120.568794,23,6.5,2020-05-24,EPA-Shalu,3,8,籓いカ,1.6,29,01:00:00,
26,EPA_COPY,2020-05-24 09:00,1,0.5,3,22.984581,30,9.4,炊硄,Tainan,2,籓玭,代,0.5,76,29,22.984581,0.5,2020-05-24T01:00:00Z,21,42,120.202617,120.202617,20,11,2020-05-24,EPA-Tainan,3,48,籓玭カ,3.4,46,01:00:00,灿腶疊稬采
11,EPA_COPY,2020-05-24 09:00,1,1.9,2,24.696969,32,4.5,▆,Toufen,1.2,繷,穨代,0.3,35,8,24.696969,0.22,2020-05-24T01:00:00Z,65,18,120.898572,120.898572,24,5.7,2020-05-24,EPA-Toufen,3,13,璢郡,1.4,25,01:00:00,
5,EPA_COPY,2020-05-24 09:00,1,2.8,4,23.925175,34,2.5,▆,Erlin,0.9,狶,代,0.3,22,3,23.925175,0.21,2020-05-24T01:00:00Z,24,24,120.409653,120.409653,19,3.4,2020-05-24,EPA-Erlin,3,16,裹て郡,1.6,35,01:00:00,
10,EPA_COPY,2020-05-24 09:00,1,0.9,1,23.968842,32,10,▆,Puli,0.6,瓾ń,ㄤ代,0.2,33,12,23.968842,0.35,2020-05-24T01:00:00Z,292,14,120.967903,120.967903,33,11,2020-05-24,EPA-Puli,3,11,玭щ郡,1.1,72,01:00:00,
5,EPA_COPY,2020-05-24 09:00,1,1,2,25.105417,38,5.8,▆,Shilin,1.4,狶,代,0.4,18,7,25.105917,0.22,2020-05-24T01:00:00Z,297,19,121.515389,121.5145,17,7.2,2020-05-24,EPA-Shilin,3,15,籓カ,2,11,01:00:00,
6,EPA_COPY,2020-05-24 09:00,1,2.2,2,25.012972,35,12,▆,Banqiao,2.7,狾爵,代,0.3,28,8,25.012972,0.39,2020-05-24T01:00:00Z,94,16,121.458667,121.458667,30,14,2020-05-24,EPA-Banqiao,3,18,穝カ,1.3,6,01:00:00,
7,EPA_COPY,2020-05-24 09:00,1,1.7,2,25.037972,45,7.4,▆,Xinzhuang,1.6,穝缠,代,0.4,23,9,25.037972,0.3,2020-05-24T01:00:00Z,95,17,121.4325,121.4325,25,9,2020-05-24,EPA-Xinzhuang,3,18,穝カ,1.9,7,01:00:00,
6,EPA_COPY,2020-05-24 09:00,1,,2,25.1645,30,9.9,▆,Tamsui,1.5,睭,代,0.3,19,12,25.1645,0.34,2020-05-24T01:00:00Z,,20,121.449239,121.449239,20,11,2020-05-24,EPA-Tamsui,3,21,穝カ,2.5,10,01:00:00,
4,EPA_COPY,2020-05-24 09:00,1,1.8,1,24.382942,24,3.5,▆,Sanyi,1.2,竡,代,0.2,17,2,24.382942,0.17,2020-05-24T01:00:00Z,5.1,8,120.758833,120.758833,18,4.7,2020-05-24,EPA-Sanyi,3,8,璢郡,1.2,27,01:00:00,
8,EPA_COPY,2020-05-24 09:00,1,1.4,2,25.077197,42,7.8,▆,Linkou,3.1,狶,代,0.2,33,10,25.07857,0.25,2020-05-24T01:00:00Z,117,16,121.376869,121.365703,36,11,2020-05-24,EPA-Linkou,3,19,穝カ,2.5,9,01:00:00,
3,EPA_COPY,2020-05-24 09:00,1,0.7,1,23.045083,31,2.9,▆,Guanshan,0.8,闽,ㄤ代,,27,3,23.045083,,2020-05-24T01:00:00Z,196,5,121.161933,121.161933,29,3.8,2020-05-24,EPA-Guanshan,3,0,籓狥郡,1.3,80,01:00:00,
6,EPA_COPY,2020-05-24 09:00,1,1.1,2,25.179667,49,,▆,Wanli,,窾ń,代,0.2,41,6,25.179667,0.16,2020-05-24T01:00:00Z,88,19,121.689881,121.689881,44,,2020-05-24,EPA-Wanli,3,18,穝カ,2.5,3,01:00:00,
9,EPA_COPY,2020-05-24 09:00,1,2.1,2,24.805619,39,5.1,▆,Hsinchu,2.3,穝λ,代,0.3,30,8,24.805619,0.24,2020-05-24T01:00:00Z,79,21,120.972075,120.972075,25,7.4,2020-05-24,EPA-Hsinchu,3,20,穝λカ,0.8,24,01:00:00,
6,EPA_COPY,2020-05-24 09:00,1,0.4,1,22.883583,26,,▆,Meinong,,緻,代,0.3,19,6,22.883583,0.28,2020-05-24T01:00:00Z,0.8,17,120.530542,120.530542,19,,2020-05-24,EPA-Meinong,3,20,蔼动カ,0.9,47,01:00:00,
3,EPA_COPY,2020-05-24 09:00,1,0.7,2,24.747917,28,2.4,▆,Yilan,0.8,﹜孽,代,0.2,14,2,24.747917,0.18,2020-05-24T01:00:00Z,195,15,121.746394,121.746394,14,3.2,2020-05-24,EPA-Yilan,3,6,﹜孽郡,1.6,65,01:00:00,
11,EPA_COPY,2020-05-24 09:00,1,3.9,3,23.753506,31,8.7,▆,Mailiao,3.9,沉糳,穨代,0.4,35,6,23.753506,0.49,2020-05-24T01:00:00Z,4.5,29,120.251825,120.251825,20,13,2020-05-24,EPA-Mailiao,3,21,冻狶郡,6.5,83,01:00:00,
22,EPA_COPY,2020-05-24 09:00,1,0.8,2,23.305633,20,8.8,炊硄,Xinying,2.7,穝犁,代,0.4,67,23,23.305633,0.46,2020-05-24T01:00:00Z,17,40,120.31725,120.31725,16,11,2020-05-24,EPA-Xinying,3,40,籓玭カ,2.6,43,01:00:00,灿腶疊稬采
9,EPA_COPY,2020-05-24 09:00,1,1.3,1,24.162197,34,6.9,▆,Xitun,1.6,﹁べ,代,0.3,29,10,24.162197,0.28,2020-05-24T01:00:00Z,182,14,120.616917,120.616917,18,8.4,2020-05-24,EPA-Xitun,3,11,籓いカ,1.6,32,01:00:00,
3,EPA_COPY,2020-05-24 09:00,1,1.7,1,23.971306,33,7.2,▆,Hualien,0.6,浆,代,0.2,32,6,23.971306,0.29,2020-05-24T01:00:00Z,34,5,121.599769,121.599769,35,7.8,2020-05-24,EPA-Hualien,3,3,浆郡,1.8,63,01:00:00,
7,EPA_COPY,2020-05-24 09:00,1,0.9,2,25.05,39,9.3,▆,Songshan,2.1,猀,代,0.2,33,8,25.05,0.17,2020-05-24T01:00:00Z,70,17,121.578611,121.578611,36,11,2020-05-24,EPA-Songshan,3,17,籓カ,2.5,15,01:00:00,
7,EPA_COPY,2020-05-24 09:00,1,0.4,2,22.565747,32,8.1,▆,Daliao,1.1,糳,代,0.2,26,16,22.564136,0.24,2020-05-24T01:00:00Z,250,18,120.425081,120.425311,28,9.2,2020-05-24,EPA-Daliao,3,22,蔼动カ,3.6,51,01:00:00,
6,EPA_COPY,2020-05-24 09:00,1,1.3,2,24.982528,35,11,▆,Tucheng,4.6,,代,0.3,27,12,24.982528,0.39,2020-05-24T01:00:00Z,72,16,121.451861,121.451861,29,16,2020-05-24,EPA-Tucheng,3,15,穝カ,1.8,5,01:00:00,
25,EPA_COPY,2020-05-24 09:00,1,0.7,1,23.756389,22,9.9,炊硄,Zhushan,2.8,λ,代,0.4,73,24,23.756389,0.58,2020-05-24T01:00:00Z,17,38,120.677306,120.677306,12,13,2020-05-24,EPA-Zhushan,3,35,玭щ郡,0.8,69,01:00:00,灿腶疊稬采
7,EPA_COPY,2020-05-24 09:00,1,0.9,3,22.627392,32,11,▆,Fengshan,1.9,获,ユ硄代,0.3,23,11,22.627392,0.45,2020-05-24T01:00:00Z,134,25,120.358083,120.358083,25,12,2020-05-24,EPA-Fengshan,3,34,蔼动カ,2.9,50,01:00:00,
12,EPA_COPY,2020-05-24 09:00,1,0.7,2,22.733667,32,9.8,▆,Nanzi,1.3,罚标,代,0.3,40,16,22.733667,0.4,2020-05-24T01:00:00Z,207,30,120.328289,120.328289,20,11,2020-05-24,EPA-Nanzi,3,39,蔼动カ,1.9,53,01:00:00,
11,EPA_COPY,2020-05-24 09:00,1,5.3,2,23.717533,36,10,▆,Taixi,3,籓﹁,穨代,0.3,37,10,23.717533,0.36,2020-05-24T01:00:00Z,16,20,120.202842,120.202842,27,13,2020-05-24,EPA-Taixi,3,17,冻狶郡,7.3,41,01:00:00,
14,EPA_COPY,2020-05-24 09:00,1,0.5,3,22.608711,29,16,▆,Fuxing,2.1,確砍,ユ硄代,0.5,46,19,22.608711,0.89,2020-05-24T01:00:00Z,173,23,120.312017,120.312017,24,18,2020-05-24,EPA-Fuxing,3,34,蔼动カ,2.9,71,01:00:00,
11,EPA_COPY,2020-05-24 09:00,1,1.6,4,24.995368,32,6.4,▆,Taoyuan,2.8,堕,代,0.4,34,8,24.995667,0.31,2020-05-24T01:00:00Z,89,20,121.304383,121.304417,22,9.2,2020-05-24,EPA-Taoyuan,3,11,堕カ,4.3,17,01:00:00,
8,EPA_COPY,2020-05-24 09:00,1,3,2,24.900142,45,5.6,▆,Hukou,2.4,打,代,0.2,30,9,24.900142,0.21,2020-05-24T01:00:00Z,66,17,121.038653,121.038653,32,8,2020-05-24,EPA-Hukou,3,12,穝λ郡,2.1,22,01:00:00,
7,EPA_COPY,2020-05-24 09:00,1,2,1,22.523108,36,4.9,▆,Chaozhou,0.9,奸,代,0.2,23,14,22.523108,0.25,2020-05-24T01:00:00Z,265,19,120.561175,120.561175,25,5.8,2020-05-24,EPA-Chaozhou,3,28,狥郡,1.9,60,01:00:00,
2,EPA_COPY,2020-05-24 09:00,1,,1,25.182722,37,0.5,▆,Yangming,1.1,锭,そ堕代,0.1,37,4,25.182722,0.1,2020-05-24T01:00:00Z,,5,121.529583,121.529583,40,1.6,2020-05-24,EPA-Yangming,3,5,籓カ,1.6,64,01:00:00,
7,EPA_COPY,2020-05-24 09:00,1,1,2,22.757506,27,9.5,▆,Qiaotou,1.6,爵繷,璉春代,0.3,28,14,22.757506,0.39,2020-05-24T01:00:00Z,82,30,120.305689,120.305689,19,11,2020-05-24,EPA-Qiaotou,3,37,蔼动カ,1.6,48,01:00:00,
13,EPA_COPY,2020-05-24 09:00,1,0.7,2,22.674861,35,,▆,Zuoying,,オ犁,代,0.5,42,18,22.674861,0.52,2020-05-24T01:00:00Z,132,32,120.292917,120.292917,21,,2020-05-24,EPA-Zuoying,3,36,蔼动カ,2,54,01:00:00,
